PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30925163","Areal differences in depth cue integration between monkey and human","Armendariz M, Ban H, Welchman AE, Vanduffel W.","PLoS Biol. 2019 Mar 29;17(3):e2006405. doi: 10.1371/journal.pbio.2006405. eCollection 2019 Mar.","Armendariz M","PLoS Biol","2019","2019/03/30","PMC6457573","","10.1371/journal.pbio.2006405"
"30601116","Functionally defined white matter of the macaque monkey brain reveals a dorso-ventral attention network","Sani I, McPherson BC, Stemmann H, Pestilli F, Freiwald WA.","Elife. 2019 Jan 2;8:e40520. doi: 10.7554/eLife.40520.","Sani I","Elife","2019","2019/01/03","PMC6345568","","10.7554/eLife.40520"
"30395192","Homology and Specificity of Natural Sound-Encoding in Human and Monkey Auditory Cortex","Erb J, Armendariz M, De Martino F, Goebel R, Vanduffel W, Formisano E.","Cereb Cortex. 2019 Aug 14;29(9):3636-3650. doi: 10.1093/cercor/bhy243.","Erb J","Cereb Cortex","2019","2018/11/06","","","10.1093/cercor/bhy243"
"30355629","Functional MRI in Macaque Monkeys during Task Switching","Premereur E, Janssen P, Vanduffel W.","J Neurosci. 2018 Dec 12;38(50):10619-10630. doi: 10.1523/JNEUROSCI.1539-18.2018. Epub 2018 Oct 24.","Premereur E","J Neurosci","2018","2018/10/26","PMC6580658","","10.1523/JNEUROSCI.1539-18.2018"
"30272135","Early Developmental Trajectories of Functional Connectivity Along the Visual Pathways in Rhesus Monkeys","Kovacs-Balint Z, Feczko E, Pincus M, Earl E, Miranda-Dominguez O, Howell B, Morin E, Maltbie E, Li L, Steele J, Styner M, Bachevalier J, Fair D, Sanchez M.","Cereb Cortex. 2019 Jul 22;29(8):3514-3526. doi: 10.1093/cercor/bhy222.","Kovacs-Balint Z","Cereb Cortex","2019","2018/10/02","PMC6644858","","10.1093/cercor/bhy222"
"29852280","Concentric radiofrequency arrays to increase the statistical power of resting-state maps in monkeys","Gilbert KM, Schaeffer DJ, Zeman P, Diedrichsen J, Everling S, Martinez-Trujillo JC, Pruszynski JA, Menon RS.","Neuroimage. 2018 Sep;178:287-294. doi: 10.1016/j.neuroimage.2018.05.057. Epub 2018 May 28.","Gilbert KM","Neuroimage","2018","2018/06/01","","","10.1016/j.neuroimage.2018.05.057"
"29844162","NT3-chitosan enables de novo regeneration and functional recovery in monkeys after spinal cord injury","Rao JS, Zhao C, Zhang A, Duan H, Hao P, Wei RH, Shang J, Zhao W, Liu Z, Yu J, Fan KS, Tian Z, He Q, Song W, Yang Z, Sun YE, Li X.","Proc Natl Acad Sci U S A. 2018 Jun 12;115(24):E5595-E5604. doi: 10.1073/pnas.1804735115. Epub 2018 May 29.","Rao JS","Proc Natl Acad Sci U S A","2018","2018/05/31","PMC6004491","","10.1073/pnas.1804735115"
"29789605","Neuromodulation of sensory networks in monkey brain by focused ultrasound with MRI guidance and detection","Yang PF, Phipps MA, Newton AT, Chaplin V, Gore JC, Caskey CF, Chen LM.","Sci Rep. 2018 May 22;8(1):7993. doi: 10.1038/s41598-018-26287-7.","Yang PF","Sci Rep","2018","2018/05/24","PMC5964220","","10.1038/s41598-018-26287-7"
"29679734","Cortical networks for encoding near and far space in the non-human primate","Cléry J, Guipponi O, Odouard S, Wardak C, Ben Hamed S.","Neuroimage. 2018 Aug 1;176:164-178. doi: 10.1016/j.neuroimage.2018.04.036. Epub 2018 Apr 19.","Cléry J","Neuroimage","2018","2018/04/22","","","10.1016/j.neuroimage.2018.04.036"
"29540550","Functional MRI Responses to Passive, Active, and Observed Touch in Somatosensory and Insular Cortices of the Macaque Monkey","Sharma S, Fiave PA, Nelissen K.","J Neurosci. 2018 Apr 11;38(15):3689-3707. doi: 10.1523/JNEUROSCI.1587-17.2018. Epub 2018 Mar 14.","Sharma S","J Neurosci","2018","2018/03/16","PMC6705905","","10.1523/JNEUROSCI.1587-17.2018"
"29326646","Impaired Emotional Mirroring in Parkinson's Disease-A Study on Brain Activation during Processing of Facial Expressions","Pohl A, Anders S, Chen H, Patel HJ, Heller J, Reetz K, Mathiak K, Binkofski F.","Front Neurol. 2017 Dec 18;8:682. doi: 10.3389/fneur.2017.00682. eCollection 2017.","Pohl A","Front Neurol","2017","2018/01/13","PMC5741645","","10.3389/fneur.2017.00682"
"28461059","High-resolution functional MRI identified distinct global intrinsic functional networks of nociceptive posterior insula and S2 regions in squirrel monkey brain","Wu R, Wang F, Yang PF, Chen LM.","Neuroimage. 2017 Jul 15;155:147-158. doi: 10.1016/j.neuroimage.2017.04.067. Epub 2017 Apr 28.","Wu R","Neuroimage","2017","2017/05/03","PMC6104393","NIHMS983774","10.1016/j.neuroimage.2017.04.067"
"28361890","Development of the macaque face-patch system","Livingstone MS, Vincent JL, Arcaro MJ, Srihasam K, Schade PF, Savage T.","Nat Commun. 2017 Mar 31;8:14897. doi: 10.1038/ncomms14897.","Livingstone MS","Nat Commun","2017","2017/04/01","PMC5381009","","10.1038/ncomms14897"
"28190642","Widespread and Opponent fMRI Signals Represent Sound Location in Macaque Auditory Cortex","Ortiz-Rios M, Azevedo FAC, Kuśmierek P, Balla DZ, Munk MH, Keliris GA, Logothetis NK, Rauschecker JP.","Neuron. 2017 Feb 22;93(4):971-983.e4. doi: 10.1016/j.neuron.2017.01.013. Epub 2017 Feb 9.","Ortiz-Rios M","Neuron","2017","2017/02/14","PMC5757378","NIHMS914593","10.1016/j.neuron.2017.01.013"
"28161319","Biophysical and neural basis of resting state functional connectivity: Evidence from non-human primates","Chen LM, Yang PF, Wang F, Mishra A, Shi Z, Wu R, Wu TL, Wilson GH 3rd, Ding Z, Gore JC.","Magn Reson Imaging. 2017 Jun;39:71-81. doi: 10.1016/j.mri.2017.01.020. Epub 2017 Feb 2.","Chen LM","Magn Reson Imaging","2017","2017/02/06","PMC5410395","NIHMS852391","10.1016/j.mri.2017.01.020"
"28003408","Intrinsic functional architecture of the macaque dorsal and ventral lateral frontal cortex","Goulas A, Stiers P, Hutchison RM, Everling S, Petrides M, Margulies DS.","J Neurophysiol. 2017 Mar 1;117(3):1084-1099. doi: 10.1152/jn.00486.2016. Epub 2016 Dec 21.","Goulas A","J Neurophysiol","2017","2016/12/23","PMC5340881","","10.1152/jn.00486.2016"
"27706916","Anatomical and functional neuroimaging in awake, behaving marmosets","Silva AC.","Dev Neurobiol. 2017 Mar;77(3):373-389. doi: 10.1002/dneu.22456. Epub 2016 Oct 21.","Silva AC","Dev Neurobiol","2017","2016/10/06","PMC5318267","NIHMS821773","10.1002/dneu.22456"
"27566980","Three-Dimensional Digital Template Atlas of the Macaque Brain","Reveley C, Gruslys A, Ye FQ, Glen D, Samaha J, E Russ B, Saad Z, K Seth A, Leopold DA, Saleem KS.","Cereb Cortex. 2017 Sep 1;27(9):4463-4477. doi: 10.1093/cercor/bhw248.","Reveley C","Cereb Cortex","2017","2016/08/28","PMC6075609","","10.1093/cercor/bhw248"
"27371764","Individual Differences in the Alignment of Structural and Functional Markers of the V5/MT Complex in Primates","Large I, Bridge H, Ahmed B, Clare S, Kolasinski J, Lam WW, Miller KL, Dyrby TB, Parker AJ, Smith JET, Daubney G, Sallet J, Bell AH, Krug K.","Cereb Cortex. 2016 Oct;26(10):3928-3944. doi: 10.1093/cercor/bhw180. Epub 2016 Jul 1.","Large I","Cereb Cortex","2016","2016/07/03","PMC5028002","","10.1093/cercor/bhw180"
"27063864","Decreased functional connectivity in dorsolateral prefrontal cortical networks in adult macaques with neonatal hippocampal lesions: Relations to visual working memory deficits","Meng Y, Hu X, Bachevalier J, Zhang X.","Neurobiol Learn Mem. 2016 Oct;134 Pt A(Pt A):31-37. doi: 10.1016/j.nlm.2016.04.003. Epub 2016 Apr 7.","Meng Y","Neurobiol Learn Mem","2016","2016/04/12","PMC6329462","NIHMS1001069","10.1016/j.nlm.2016.04.003"
"26973496","fMRI Adaptation between Action Observation and Action Execution Reveals Cortical Areas with Mirror Neuron Properties in Human BA 44/45","de la Rosa S, Schillinger FL, Bülthoff HH, Schultz J, Uludag K.","Front Hum Neurosci. 2016 Feb 29;10:78. doi: 10.3389/fnhum.2016.00078. eCollection 2016.","de la Rosa S","Front Hum Neurosci","2016","2016/03/15","PMC4770014","","10.3389/fnhum.2016.00078"
"26243879","Expressing our internal states and understanding those of others","Di Cesare G, Di Dio C, Marchi M, Rizzolatti G.","Proc Natl Acad Sci U S A. 2015 Aug 18;112(33):10331-5. doi: 10.1073/pnas.1512133112. Epub 2015 Aug 4.","Di Cesare G","Proc Natl Acad Sci U S A","2015","2015/08/06","PMC4547309","","10.1073/pnas.1512133112"
"26170314","Functional evolution of new and expanded attention networks in humans","Patel GH, Yang D, Jamerson EC, Snyder LH, Corbetta M, Ferrera VP.","Proc Natl Acad Sci U S A. 2015 Jul 28;112(30):9454-9. doi: 10.1073/pnas.1420395112. Epub 2015 Jul 13.","Patel GH","Proc Natl Acad Sci U S A","2015","2015/07/15","PMC4522817","","10.1073/pnas.1420395112"
"26156988","Neural Correlate of the Thatcher Face Illusion in a Monkey Face-Selective Patch","Taubert J, Van Belle G, Vanduffel W, Rossion B, Vogels R.","J Neurosci. 2015 Jul 8;35(27):9872-8. doi: 10.1523/JNEUROSCI.0446-15.2015.","Taubert J","J Neurosci","2015","2015/07/10","PMC6605408","","10.1523/JNEUROSCI.0446-15.2015"
"26149609","Functional MRI of visual responses in the awake, behaving marmoset","Hung CC, Yen CC, Ciuchta JL, Papoti D, Bock NA, Leopold DA, Silva AC.","Neuroimage. 2015 Oct 15;120:1-11. doi: 10.1016/j.neuroimage.2015.06.090. Epub 2015 Jul 3.","Hung CC","Neuroimage","2015","2015/07/08","PMC4589494","NIHMS711899","10.1016/j.neuroimage.2015.06.090"
"26066653","The Travelling-Wave Primate System: A New Solution for Magnetic Resonance Imaging of Macaque Monkeys at 7 Tesla Ultra-High Field","Herrmann T, Mallow J, Plaumann M, Luchtmann M, Stadler J, Mylius J, Brosch M, Bernarding J.","PLoS One. 2015 Jun 11;10(6):e0129371. doi: 10.1371/journal.pone.0129371. eCollection 2015.","Herrmann T","PLoS One","2015","2015/06/13","PMC4466239","","10.1371/journal.pone.0129371"
"25947150","Connectivity reveals relationship of brain areas for reward-guided learning and decision making in human and monkey frontal cortex","Neubert FX, Mars RB, Sallet J, Rushworth MF.","Proc Natl Acad Sci U S A. 2015 May 19;112(20):E2695-704. doi: 10.1073/pnas.1410767112. Epub 2015 May 6.","Neubert FX","Proc Natl Acad Sci U S A","2015","2015/05/08","PMC4443352","","10.1073/pnas.1410767112"
"25883546","Functional MRI of the vocalization-processing network in the macaque brain","Ortiz-Rios M, Kuśmierek P, DeWitt I, Archakov D, Azevedo FA, Sams M, Jääskeläinen IP, Keliris GA, Rauschecker JP.","Front Neurosci. 2015 Apr 1;9:113. doi: 10.3389/fnins.2015.00113. eCollection 2015.","Ortiz-Rios M","Front Neurosci","2015","2015/04/18","PMC4381638","","10.3389/fnins.2015.00113"
"25436672","Grasping with the Press of a Button: Grasp-selective Responses in the Human Anterior Intraparietal Sulcus Depend on Nonarbitrary Causal Relationships between Hand Movements and End-effector Actions","Frey SH, Hansen M, Marchal N.","J Cogn Neurosci. 2015 Jun;27(6):1146-60. doi: 10.1162/jocn_a_00766. Epub 2014 Dec 1.","Frey SH","J Cogn Neurosci","2015","2014/12/02","PMC4853885","NIHMS771900","10.1162/jocn_a_00766"
"25080580","The retinotopic organization of macaque occipitotemporal cortex anterior to V4 and caudoventral to the middle temporal (MT) cluster","Kolster H, Janssens T, Orban GA, Vanduffel W.","J Neurosci. 2014 Jul 30;34(31):10168-91. doi: 10.1523/JNEUROSCI.3288-13.2014.","Kolster H","J Neurosci","2014","2014/08/01","PMC4115132","","10.1523/JNEUROSCI.3288-13.2014"
"24790219","(18)F-MCL-524, an (18)F-Labeled Dopamine D2 and D3 Receptor Agonist Sensitive to Dopamine: A Preliminary PET Study","Finnema SJ, Stepanov V, Nakao R, Sromek AW, Zhang T, Neumeyer JL, George SR, Seeman P, Stabin MG, Jonsson C, Farde L, Halldin C.","J Nucl Med. 2014 Jul;55(7):1164-70. doi: 10.2967/jnumed.113.133876. Epub 2014 May 1.","Finnema SJ","J Nucl Med","2014","2014/05/03","PMC4587887","NIHMS723839","10.2967/jnumed.113.133876"
"24133280","Large-scale brain networks in the awake, truly resting marmoset monkey","Belcher AM, Yen CC, Stepp H, Gu H, Lu H, Yang Y, Silva AC, Stein EA.","J Neurosci. 2013 Oct 16;33(42):16796-804. doi: 10.1523/JNEUROSCI.3146-13.2013.","Belcher AM","J Neurosci","2013","2013/10/18","PMC3797383","","10.1523/JNEUROSCI.3146-13.2013"
"23946406","Early experience shapes amygdala sensitivity to race: an international adoption design","Telzer EH, Flannery J, Shapiro M, Humphreys KL, Goff B, Gabard-Durman L, Gee DD, Tottenham N.","J Neurosci. 2013 Aug 14;33(33):13484-8. doi: 10.1523/JNEUROSCI.1272-13.2013.","Telzer EH","J Neurosci","2013","2013/08/16","PMC3742934","","10.1523/JNEUROSCI.1272-13.2013"
"23864675","Choosing the rules: distinct and overlapping frontoparietal representations of task rules for perceptual decisions","Zhang J, Kriegeskorte N, Carlin JD, Rowe JB.","J Neurosci. 2013 Jul 17;33(29):11852-62. doi: 10.1523/JNEUROSCI.5193-12.2013.","Zhang J","J Neurosci","2013","2013/07/19","PMC3713727","","10.1523/JNEUROSCI.5193-12.2013"
"23723346","Neurovascular coupling to D2/D3 dopamine receptor occupancy using simultaneous PET/functional MRI","Sander CY, Hooker JM, Catana C, Normandin MD, Alpert NM, Knudsen GM, Vanduffel W, Rosen BR, Mandeville JB.","Proc Natl Acad Sci U S A. 2013 Jul 2;110(27):11169-74. doi: 10.1073/pnas.1220512110. Epub 2013 May 30.","Sander CY","Proc Natl Acad Sci U S A","2013","2013/06/01","PMC3703969","","10.1073/pnas.1220512110"
"23515795","Functional organization of human posterior parietal cortex: grasping- and reaching-related activations relative to topographically organized cortex","Konen CS, Mruczek RE, Montoya JL, Kastner S.","J Neurophysiol. 2013 Jun;109(12):2897-908. doi: 10.1152/jn.00657.2012. Epub 2013 Mar 20.","Konen CS","J Neurophysiol","2013","2013/03/22","PMC3680816","","10.1152/jn.00657.2012"
"23184972","Amygdala lesions disrupt modulation of functional MRI activity evoked by facial expression in the monkey inferior temporal cortex","Hadj-Bouziane F, Liu N, Bell AH, Gothard KM, Luh WM, Tootell RB, Murray EA, Ungerleider LG.","Proc Natl Acad Sci U S A. 2012 Dec 26;109(52):E3640-8. doi: 10.1073/pnas.1218406109. Epub 2012 Nov 26.","Hadj-Bouziane F","Proc Natl Acad Sci U S A","2012","2012/11/28","PMC3535608","","10.1073/pnas.1218406109"
"23052545","The ""vegetarian brain"": chatting with monkeys and pigs?","Filippi M, Riccitelli G, Meani A, Falini A, Comi G, Rocca MA.","Brain Struct Funct. 2013 Sep;218(5):1211-27. doi: 10.1007/s00429-012-0455-9. Epub 2012 Sep 29.","Filippi M","Brain Struct Funct","2013","2012/10/12","","","10.1007/s00429-012-0455-9"
"23027970","High-resolution imaging of expertise reveals reliable object selectivity in the fusiform face area related to perceptual performance","McGugin RW, Gatenby JC, Gore JC, Gauthier I.","Proc Natl Acad Sci U S A. 2012 Oct 16;109(42):17063-8. doi: 10.1073/pnas.1116333109. Epub 2012 Oct 1.","McGugin RW","Proc Natl Acad Sci U S A","2012","2012/10/03","PMC3479484","","10.1073/pnas.1116333109"
"22855672","Monkey in the middle: why non-human primates are needed to bridge the gap in resting-state investigations","Hutchison RM, Everling S.","Front Neuroanat. 2012 Jul 26;6:29. doi: 10.3389/fnana.2012.00029. eCollection 2012.","Hutchison RM","Front Neuroanat","2012","2012/08/03","PMC3405297","","10.3389/fnana.2012.00029"
"22845758","Double representation of the wrist and elbow in human motor cortex","Strother L, Medendorp WP, Coros AM, Vilis T.","Eur J Neurosci. 2012 Nov;36(9):3291-8. doi: 10.1111/j.1460-9568.2012.08241.x. Epub 2012 Jul 31.","Strother L","Eur J Neurosci","2012","2012/08/01","","","10.1111/j.1460-9568.2012.08241.x"
"22659478","Processing of vocalizations in humans and monkeys: a comparative fMRI study","Joly O, Pallier C, Ramus F, Pressnitzer D, Vanduffel W, Orban GA.","Neuroimage. 2012 Sep;62(3):1376-89. doi: 10.1016/j.neuroimage.2012.05.070. Epub 2012 May 31.","Joly O","Neuroimage","2012","2012/06/05","","","10.1016/j.neuroimage.2012.05.070"
"22457459","Sustained BOLD and theta activity in auditory cortex are related to slow stimulus fluctuations rather than to pitch","Steinmann I, Gutschalk A.","J Neurophysiol. 2012 Jun;107(12):3458-67. doi: 10.1152/jn.01105.2011. Epub 2012 Mar 28.","Steinmann I","J Neurophysiol","2012","2012/03/30","","","10.1152/jn.01105.2011"
"22323624","Decoding conjunctions of direction-of-motion and binocular disparity from human visual cortex","Seymour KJ, Clifford CW.","J Neurophysiol. 2012 May;107(9):2335-41. doi: 10.1152/jn.01103.2011. Epub 2012 Feb 8.","Seymour KJ","J Neurophysiol","2012","2012/02/11","","","10.1152/jn.01103.2011"
"22298826","Functional connectivity of the frontal eye fields in humans and macaque monkeys investigated with resting-state fMRI","Hutchison RM, Gallivan JP, Culham JC, Gati JS, Menon RS, Everling S.","J Neurophysiol. 2012 May;107(9):2463-74. doi: 10.1152/jn.00891.2011. Epub 2012 Feb 1.","Hutchison RM","J Neurophysiol","2012","2012/02/03","","","10.1152/jn.00891.2011"
"22235303","A functional and structural investigation of the human fronto-basal volitional saccade network","Neggers SF, Diepen RM, Zandbelt BB, Vink M, Mandl RC, Gutteling TP.","PLoS One. 2012;7(1):e29517. doi: 10.1371/journal.pone.0029517. Epub 2012 Jan 3.","Neggers SF","PLoS One","2012","2012/01/12","PMC3250458","","10.1371/journal.pone.0029517"
"21697384","Functional correlates of the anterolateral processing hierarchy in human auditory cortex","Chevillet M, Riesenhuber M, Rauschecker JP.","J Neurosci. 2011 Jun 22;31(25):9345-52. doi: 10.1523/JNEUROSCI.1448-11.2011.","Chevillet M","J Neurosci","2011","2011/06/24","PMC3142575","NIHMS305056","10.1523/JNEUROSCI.1448-11.2011"
"20921203","Multisensory space: from eye-movements to self-motion","Bremmer F.","J Physiol. 2011 Feb 15;589(Pt 4):815-23. doi: 10.1113/jphysiol.2010.195537. Epub 2010 Oct 4.","Bremmer F","J Physiol","2011","2010/10/06","PMC3060361","","10.1113/jphysiol.2010.195537"
"20439733","Neural basis of global resting-state fMRI activity","Schölvinck ML, Maier A, Ye FQ, Duyn JH, Leopold DA.","Proc Natl Acad Sci U S A. 2010 Jun 1;107(22):10238-43. doi: 10.1073/pnas.0913110107. Epub 2010 May 3.","Schölvinck ML","Proc Natl Acad Sci U S A","2010","2010/05/05","PMC2890438","","10.1073/pnas.0913110107"
"20393066","Dissociable neural responses to hands and non-hand body parts in human left extrastriate visual cortex","Bracci S, Ietswaart M, Peelen MV, Cavina-Pratesi C.","J Neurophysiol. 2010 Jun;103(6):3389-97. doi: 10.1152/jn.00215.2010. Epub 2010 Apr 14.","Bracci S","J Neurophysiol","2010","2010/04/16","PMC2888254","","10.1152/jn.00215.2010"
"20116433","Noninvasive functional MRI in alert monkeys","Srihasam K, Sullivan K, Savage T, Livingstone MS.","Neuroimage. 2010 May 15;51(1):267-73. doi: 10.1016/j.neuroimage.2010.01.082. Epub 2010 Jan 29.","Srihasam K","Neuroimage","2010","2010/02/02","PMC2847050","NIHMS175327","10.1016/j.neuroimage.2010.01.082"
"20035880","Anatomical and functional parcellation of the human lateral premotor cortex","Schubotz RI, Anwander A, Knösche TR, von Cramon DY, Tittgemeyer M.","Neuroimage. 2010 Apr 1;50(2):396-408. doi: 10.1016/j.neuroimage.2009.12.069. Epub 2009 Dec 24.","Schubotz RI","Neuroimage","2010","2009/12/29","","","10.1016/j.neuroimage.2009.12.069"
"19903877","Precuneus shares intrinsic functional architecture in humans and monkeys","Margulies DS, Vincent JL, Kelly C, Lohmann G, Uddin LQ, Biswal BB, Villringer A, Castellanos FX, Milham MP, Petrides M.","Proc Natl Acad Sci U S A. 2009 Nov 24;106(47):20069-74. doi: 10.1073/pnas.0905314106. Epub 2009 Nov 10.","Margulies DS","Proc Natl Acad Sci U S A","2009","2009/11/12","PMC2775700","","10.1073/pnas.0905314106"
"18465799","Neuronal correlates of spontaneous fluctuations in fMRI signals in monkey visual cortex: Implications for functional connectivity at rest","Shmuel A, Leopold DA.","Hum Brain Mapp. 2008 Jul;29(7):751-61. doi: 10.1002/hbm.20580.","Shmuel A","Hum Brain Mapp","2008","2008/05/10","PMC6870786","","10.1002/hbm.20580"
"18416684","Feedforward and recurrent processing in scene segmentation: electroencephalography and functional magnetic resonance imaging","Scholte HS, Jolij J, Fahrenfort JJ, Lamme VA.","J Cogn Neurosci. 2008 Nov;20(11):2097-109. doi: 10.1162/jocn.2008.20142.","Scholte HS","J Cogn Neurosci","2008","2008/04/18","","","10.1162/jocn.2008.20142"
"18375769","Perception of emotional expressions is independent of face selectivity in monkey inferior temporal cortex","Hadj-Bouziane F, Bell AH, Knusten TA, Ungerleider LG, Tootell RB.","Proc Natl Acad Sci U S A. 2008 Apr 8;105(14):5591-6. doi: 10.1073/pnas.0800489105. Epub 2008 Mar 28.","Hadj-Bouziane F","Proc Natl Acad Sci U S A","2008","2008/04/01","PMC2291084","","10.1073/pnas.0800489105"
"18347739","Automatic physiological waveform processing for FMRI noise correction and analysis","Kelley DJ, Oakes TR, Greischar LL, Chung MK, Ollinger JM, Alexander AL, Shelton SE, Kalin NH, Davidson RJ.","PLoS One. 2008 Mar 12;3(3):e1751. doi: 10.1371/journal.pone.0001751.","Kelley DJ","PLoS One","2008","2008/03/19","PMC2268243","","10.1371/journal.pone.0001751"
"17977024","Population receptive field estimates in human visual cortex","Dumoulin SO, Wandell BA.","Neuroimage. 2008 Jan 15;39(2):647-60. doi: 10.1016/j.neuroimage.2007.09.034. Epub 2007 Sep 29.","Dumoulin SO","Neuroimage","2008","2007/11/03","PMC3073038","NIHMS281255","10.1016/j.neuroimage.2007.09.034"
"17509896","Robust controlled functional MRI in alert monkeys at high magnetic field: effects of jaw and body movements","Keliris GA, Shmuel A, Ku SP, Pfeuffer J, Oeltermann A, Steudel T, Logothetis NK.","Neuroimage. 2007 Jul 1;36(3):550-70. doi: 10.1016/j.neuroimage.2007.02.057. Epub 2007 Apr 10.","Keliris GA","Neuroimage","2007","2007/05/19","","","10.1016/j.neuroimage.2007.02.057"
"17372726","Differences in cortical activation during smooth pursuit and saccadic eye movements following cerebellar lesions","Baumann O, Ziemus B, Luerding R, Schuierer G, Bogdahn U, Greenlee MW.","Exp Brain Res. 2007 Aug;181(2):237-47. doi: 10.1007/s00221-007-0922-3. Epub 2007 Mar 20.","Baumann O","Exp Brain Res","2007","2007/03/21","","","10.1007/s00221-007-0922-3"
"16547508","Negative functional MRI response correlates with decreases in neuronal activity in monkey visual area V1","Shmuel A, Augath M, Oeltermann A, Logothetis NK.","Nat Neurosci. 2006 Apr;9(4):569-77. doi: 10.1038/nn1675. Epub 2006 Mar 19.","Shmuel A","Nat Neurosci","2006","2006/03/21","","","10.1038/nn1675"
"16224029","Observing others: multiple action representation in the frontal lobe","Nelissen K, Luppino G, Vanduffel W, Rizzolatti G, Orban GA.","Science. 2005 Oct 14;310(5746):332-6. doi: 10.1126/science.1115593.","Nelissen K","Science","2005","2005/10/15","","","10.1126/science.1115593"
"16001111","A functional MRI study of the effects of bromocriptine, a dopamine receptor agonist, on component processes of working memory","Gibbs SE, D'Esposito M.","Psychopharmacology (Berl). 2005 Aug;180(4):644-53. doi: 10.1007/s00213-005-0077-5. Epub 2005 Sep 14.","Gibbs SE","Psychopharmacology (Berl)","2005","2005/07/08","","","10.1007/s00213-005-0077-5"
