PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"22737119","On the relationship between the ""default mode network"" and the ""social brain""","Mars RB, Neubert FX, Noonan MP, Sallet J, Toni I, Rushworth MF.","Front Hum Neurosci. 2012 Jun 21;6:189. doi: 10.3389/fnhum.2012.00189. eCollection 2012.","Mars RB","Front Hum Neurosci","2012","2012/06/28","PMC3380415","","10.3389/fnhum.2012.00189"
"22465841","Evidence for coordinated functional activity within the extended amygdala of non-human and human primates","Oler JA, Birn RM, Patriat R, Fox AS, Shelton SE, Burghy CA, Stodola DE, Essex MJ, Davidson RJ, Kalin NH.","Neuroimage. 2012 Jul 16;61(4):1059-66. doi: 10.1016/j.neuroimage.2012.03.045. Epub 2012 Mar 23.","Oler JA","Neuroimage","2012","2012/04/03","PMC3376204","NIHMS364904","10.1016/j.neuroimage.2012.03.045"
"22209784","Meta-analytical definition and functional connectivity of the human vestibular cortex","zu Eulenburg P, Caspers S, Roski C, Eickhoff SB.","Neuroimage. 2012 Mar;60(1):162-9. doi: 10.1016/j.neuroimage.2011.12.032. Epub 2011 Dec 23.","zu Eulenburg P","Neuroimage","2012","2012/01/03","","","10.1016/j.neuroimage.2011.12.032"
"23550176","Controllability modulates the anticipatory response in the human ventromedial prefrontal cortex","Kerr DL, McLaren DG, Mathy RM, Nitschke JB.","Front Psychol. 2012 Dec 14;3:557. doi: 10.3389/fpsyg.2012.00557. eCollection 2012.","Kerr DL","Front Psychol","2012","2013/04/04","PMC3582324","","10.3389/fpsyg.2012.00557"
"22125628","Default-mode-like network activation in awake rodents","Upadhyay J, Baker SJ, Chandran P, Miller L, Lee Y, Marek GJ, Sakoglu U, Chin CL, Luo F, Fox GB, Day M.","PLoS One. 2011;6(11):e27839. doi: 10.1371/journal.pone.0027839. Epub 2011 Nov 18.","Upadhyay J","PLoS One","2011","2011/11/30","PMC3220684","","10.1371/journal.pone.0027839"
"21969864","Neural substrates for the motivational regulation of motor recovery after spinal-cord injury","Nishimura Y, Onoe H, Onoe K, Morichika Y, Tsukada H, Isa T.","PLoS One. 2011;6(9):e24854. doi: 10.1371/journal.pone.0024854. Epub 2011 Sep 28.","Nishimura Y","PLoS One","2011","2011/10/05","PMC3182173","","10.1371/journal.pone.0024854"
"21441989","Error-related functional connectivity of the habenula in humans","Ide JS, Li CS.","Front Hum Neurosci. 2011 Mar 16;5:25. doi: 10.3389/fnhum.2011.00025. eCollection 2011.","Ide JS","Front Hum Neurosci","2011","2011/03/29","PMC3060701","","10.3389/fnhum.2011.00025"
"20709145","Functional connectivity from area 5 to primary motor cortex via paired-pulse transcranial magnetic stimulation","Ziluk A, Premji A, Nelson AJ.","Neurosci Lett. 2010 Oct 22;484(1):81-5. doi: 10.1016/j.neulet.2010.08.025. Epub 2010 Aug 13.","Ziluk A","Neurosci Lett","2010","2010/08/17","","","10.1016/j.neulet.2010.08.025"
"20662902","Broca's region: linking human brain functional connectivity data and non-human primate tracing anatomy studies","Kelly C, Uddin LQ, Shehzad Z, Margulies DS, Castellanos FX, Milham MP, Petrides M.","Eur J Neurosci. 2010 Aug;32(3):383-98. doi: 10.1111/j.1460-9568.2010.07279.x. Epub 2010 Jul 21.","Kelly C","Eur J Neurosci","2010","2010/07/29","PMC3111969","NIHMS294225","10.1111/j.1460-9568.2010.07279.x"
"20654722","Distinct functional connectivity associated with lateral versus medial rostral prefrontal cortex: a meta-analysis","Gilbert SJ, Gonen-Yaacovi G, Benoit RG, Volle E, Burgess PW.","Neuroimage. 2010 Dec;53(4):1359-67. doi: 10.1016/j.neuroimage.2010.07.032. Epub 2010 Jul 21.","Gilbert SJ","Neuroimage","2010","2010/07/27","","","10.1016/j.neuroimage.2010.07.032"
"20589235","Identifying Basal Ganglia divisions in individuals using resting-state functional connectivity MRI","Barnes KA, Cohen AL, Power JD, Nelson SM, Dosenbach YB, Miezin FM, Petersen SE, Schlaggar BL.","Front Syst Neurosci. 2010 Jun 10;4:18. doi: 10.3389/fnsys.2010.00018. eCollection 2010.","Barnes KA","Front Syst Neurosci","2010","2010/07/01","PMC2892946","","10.3389/fnsys.2010.00018"
"19969009","Effects of heartbeat and respiration on macaque fMRI: implications for functional connectivity","Teichert T, Grinband J, Hirsch J, Ferrera VP.","Neuropsychologia. 2010 Jun;48(7):1886-94. doi: 10.1016/j.neuropsychologia.2009.11.026. Epub 2009 Dec 5.","Teichert T","Neuropsychologia","2010","2009/12/09","PMC2876227","NIHMS164276","10.1016/j.neuropsychologia.2009.11.026"
"19072897","Two systems of resting state connectivity between the insula and cingulate cortex","Taylor KS, Seminowicz DA, Davis KD.","Hum Brain Mapp. 2009 Sep;30(9):2731-45. doi: 10.1002/hbm.20705.","Taylor KS","Hum Brain Mapp","2009","2008/12/17","PMC6871122","","10.1002/hbm.20705"
"18835656","Neurophysiology and neuroanatomy of reflexive and volitional saccades: evidence from studies of humans","McDowell JE, Dyckman KA, Austin BP, Clementz BA.","Brain Cogn. 2008 Dec;68(3):255-70. doi: 10.1016/j.bandc.2008.08.016. Epub 2008 Oct 5.","McDowell JE","Brain Cogn","2008","2008/10/07","PMC2614688","NIHMS83686","10.1016/j.bandc.2008.08.016"
"17604651","Mapping the functional connectivity of anterior cingulate cortex","Margulies DS, Kelly AM, Uddin LQ, Biswal BB, Castellanos FX, Milham MP.","Neuroimage. 2007 Aug 15;37(2):579-88. doi: 10.1016/j.neuroimage.2007.05.019. Epub 2007 May 24.","Margulies DS","Neuroimage","2007","2007/07/03","","","10.1016/j.neuroimage.2007.05.019"
"16361940","Handedness-related functional connectivity using low-frequency blood oxygenation level-dependent fluctuations","He Y, Zang Y, Jiang T, Gong G, Xie S, Xiao J.","Neuroreport. 2006 Jan 23;17(1):5-8. doi: 10.1097/01.wnr.0000192737.92911.a4.","He Y","Neuroreport","2006","2005/12/20","","","10.1097/01.wnr.0000192737.92911.a4"
"16023375","Magnetic resonance imaging of cerebellar-prefrontal and cerebellar-parietal functional connectivity","Allen G, McColl R, Barnard H, Ringe WK, Fleckenstein J, Cullum CM.","Neuroimage. 2005 Oct 15;28(1):39-48. doi: 10.1016/j.neuroimage.2005.06.013. Epub 2005 Jul 14.","Allen G","Neuroimage","2005","2005/07/19","","","10.1016/j.neuroimage.2005.06.013"
"10933210","Functional connectivity of the anterior cingulate cortex within the human frontal lobe: a brain-mapping meta-analysis","Koski L, Paus T.","Exp Brain Res. 2000 Jul;133(1):55-65. doi: 10.1007/s002210000400.","Koski L","Exp Brain Res","2000","2000/08/10","","","10.1007/s002210000400"
