PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31072758","Interindividual Variability of Functional Connectivity in Awake and Anesthetized Rhesus Macaque Monkeys","Xu T, Sturgeon D, Ramirez JSB, Froudist-Walsh S, Margulies DS, Schroeder CE, Fair DA, Milham MP.","Biol Psychiatry Cogn Neurosci Neuroimaging. 2019 Jun;4(6):543-553. doi: 10.1016/j.bpsc.2019.02.005. Epub 2019 Mar 11.","Xu T","Biol Psychiatry Cogn Neurosci Neuroimaging","2019","2019/05/11","PMC7063583","NIHMS1564519","10.1016/j.bpsc.2019.02.005"
"31039559","Brain Connectivity in Ateles geoffroyi: Resting-State Functional Magnetic Resonance Imaging of Working Memory and Executive Control","Platas-Neri D, Hidalgo-Tobón S, Chico-Ponce de León F, Muñoz-Delgado J, Phillips KA, Téllez-Alanís B, Villanueva-Valle J, de Celis Alonso B.","Brain Behav Evol. 2019;93(1):19-33. doi: 10.1159/000499177. Epub 2019 Apr 30.","Platas-Neri D","Brain Behav Evol","2019","2019/05/01","","","10.1159/000499177"
"31031580","Isoflurane-Induced Burst Suppression Increases Intrinsic Functional Connectivity of the Monkey Brain","Zhang Z, Cai DC, Wang Z, Zeljic K, Wang Z, Wang Y.","Front Neurosci. 2019 Apr 11;13:296. doi: 10.3389/fnins.2019.00296. eCollection 2019.","Zhang Z","Front Neurosci","2019","2019/04/30","PMC6470287","","10.3389/fnins.2019.00296"
"30468293","Shifts in the functional topography of frontal cortex-striatum connectivity in alcohol use disorder","Gerchen MF, Rentsch A, Kirsch M, Kiefer F, Kirsch P.","Addict Biol. 2019 Nov;24(6):1245-1253. doi: 10.1111/adb.12692. Epub 2018 Nov 23.","Gerchen MF","Addict Biol","2019","2018/11/24","","","10.1111/adb.12692"
"30061190","Functional Connectivity within the Primate Extended Amygdala Is Heritable and Associated with Early-Life Anxious Temperament","Fox AS, Oler JA, Birn RM, Shackman AJ, Alexander AL, Kalin NH.","J Neurosci. 2018 Aug 29;38(35):7611-7621. doi: 10.1523/JNEUROSCI.0102-18.2018. Epub 2018 Jul 30.","Fox AS","J Neurosci","2018","2018/08/01","PMC6113902","","10.1523/JNEUROSCI.0102-18.2018"
"29666271","Desynchronization of slow oscillations in the basal ganglia during natural sleep","Mizrahi-Kliger AD, Kaplan A, Israel Z, Bergman H.","Proc Natl Acad Sci U S A. 2018 May 1;115(18):E4274-E4283. doi: 10.1073/pnas.1720795115. Epub 2018 Apr 16.","Mizrahi-Kliger AD","Proc Natl Acad Sci U S A","2018","2018/04/19","PMC5939089","","10.1073/pnas.1720795115"
"29488110","Individual identity and affective valence in marmoset calls: in vivo brain imaging with vocal sound playback","Kato M, Yokoyama C, Kawasaki A, Takeda C, Koike T, Onoe H, Iriki A.","Anim Cogn. 2018 May;21(3):331-343. doi: 10.1007/s10071-018-1169-z. Epub 2018 Feb 27.","Kato M","Anim Cogn","2018","2018/03/01","PMC5908821","","10.1007/s10071-018-1169-z"
"29049083","Ketamine and pharmacological imaging: use of functional magnetic resonance imaging to evaluate mechanisms of action","Maltbie EA, Kaundinya GS, Howell LL.","Behav Pharmacol. 2017 Dec;28(8):610-622. doi: 10.1097/FBP.0000000000000354.","Maltbie EA","Behav Pharmacol","2017","2017/10/20","PMC5687297","NIHMS909831","10.1097/FBP.0000000000000354"
"29038239","Correlated Disruption of Resting-State fMRI, LFP, and Spike Connectivity between Area 3b and S2 following Spinal Cord Injury in Monkeys","Wu R, Yang PF, Chen LM.","J Neurosci. 2017 Nov 15;37(46):11192-11203. doi: 10.1523/JNEUROSCI.2318-17.2017. Epub 2017 Oct 16.","Wu R","J Neurosci","2017","2017/10/18","PMC5688527","","10.1523/JNEUROSCI.2318-17.2017"
"28751636","Increased functional connectivity after stroke correlates with behavioral scores in non-human primate model","Hernandez-Castillo CR, Nashed JY, Fernandez-Ruiz J, Wang J, Gallivan J, Cook DJ.","Sci Rep. 2017 Jul 27;7(1):6701. doi: 10.1038/s41598-017-07175-y.","Hernandez-Castillo CR","Sci Rep","2017","2017/07/29","PMC5532205","","10.1038/s41598-017-07175-y"
"28502529","Mechanisms underlying the early risk to develop anxiety and depression: A translational approach","Kalin NH.","Eur Neuropsychopharmacol. 2017 Jun;27(6):543-553. doi: 10.1016/j.euroneuro.2017.03.004. Epub 2017 May 11.","Kalin NH","Eur Neuropsychopharmacol","2017","2017/05/16","PMC5482756","NIHMS868134","10.1016/j.euroneuro.2017.03.004"
"27166168","Look Hear! The Prefrontal Cortex is Stratified by Modality of Sensory Input During Multisensory Cognitive Control","Mayer AR, Ryman SG, Hanlon FM, Dodd AB, Ling JM.","Cereb Cortex. 2017 May 1;27(5):2831-2840. doi: 10.1093/cercor/bhw131.","Mayer AR","Cereb Cortex","2017","2016/05/12","PMC6059096","","10.1093/cercor/bhw131"
"26973476","Functional Connectivity Hubs and Networks in the Awake Marmoset Brain","Belcher AM, Yen CC, Notardonato L, Ross TJ, Volkow ND, Yang Y, Stein EA, Silva AC, Tomasi D.","Front Integr Neurosci. 2016 Mar 4;10:9. doi: 10.3389/fnint.2016.00009. eCollection 2016.","Belcher AM","Front Integr Neurosci","2016","2016/03/15","PMC4777715","","10.3389/fnint.2016.00009"
"26635581","The Role of the Human Entorhinal Cortex in a Representational Account of Memory","Schultz H, Sommer T, Peters J.","Front Hum Neurosci. 2015 Nov 20;9:628. doi: 10.3389/fnhum.2015.00628. eCollection 2015.","Schultz H","Front Hum Neurosci","2015","2015/12/05","PMC4653609","","10.3389/fnhum.2015.00628"
"26157967","Infrared neural stimulation: a new stimulation tool for central nervous system applications","Chernov M, Roe AW.","Neurophotonics. 2014 Jul;1(1):011011. doi: 10.1117/1.NPh.1.1.011011. Epub 2014 Aug 5.","Chernov M","Neurophotonics","2014","2015/07/10","PMC4478761","","10.1117/1.NPh.1.1.011011"
"26052749","Functional subregions of the human entorhinal cortex","Maass A, Berron D, Libby LA, Ranganath C, Düzel E.","Elife. 2015 Jun 8;4:e06426. doi: 10.7554/eLife.06426.","Maass A","Elife","2015","2015/06/09","PMC4458841","","10.7554/eLife.06426"
"25938726","The brain's default mode network","Raichle ME.","Annu Rev Neurosci. 2015 Jul 8;38:433-47. doi: 10.1146/annurev-neuro-071013-014030. Epub 2015 May 4.","Raichle ME","Annu Rev Neurosci","2015","2015/05/05","","","10.1146/annurev-neuro-071013-014030"
"25044934","Isoflurane induces dose-dependent alterations in the cortical connectivity profiles and dynamic properties of the brain's functional architecture","Hutchison RM, Hutchison M, Manning KY, Menon RS, Everling S.","Hum Brain Mapp. 2014 Dec;35(12):5754-75. doi: 10.1002/hbm.22583. Epub 2014 Jul 12.","Hutchison RM","Hum Brain Mapp","2014","2014/07/22","PMC6869297","","10.1002/hbm.22583"
"24933029","Subthalamic nucleus deep brain stimulation induces motor network BOLD activation: use of a high precision MRI guided stereotactic system for nonhuman primates","Min HK, Ross EK, Lee KH, Dennis K, Han SR, Jeong JH, Marsh MP, Striemer B, Felmlee JP, Lujan JL, Goerss S, Duffy PS, Blaha C, Chang SY, Bennet KE.","Brain Stimul. 2014 Jul-Aug;7(4):603-607. doi: 10.1016/j.brs.2014.04.007. Epub 2014 May 2.","Min HK","Brain Stimul","2014","2014/06/17","PMC4108508","NIHMS603271","10.1016/j.brs.2014.04.007"
"24530271","Parkinson׳s disease-related modulation of functional connectivity associated with the striatum in the resting state in a nonhuman primate model","Li J, Luo C, Chen Y, Chen Q, Huang R, Sun J, Gong Q, Wu X, Qi Z, Liang Z, Li L, Li H, Li P, Wang W, Shang HF.","Brain Res. 2014 Mar 25;1555:10-9. doi: 10.1016/j.brainres.2014.01.054. Epub 2014 Feb 13.","Li J","Brain Res","2014","2014/02/18","","","10.1016/j.brainres.2014.01.054"
"22219283","Echoes of the brain within the posterior cingulate cortex","Leech R, Braga R, Sharp DJ.","J Neurosci. 2012 Jan 4;32(1):215-22. doi: 10.1523/JNEUROSCI.3689-11.2012.","Leech R","J Neurosci","2012","2012/01/06","PMC6621313","","10.1523/JNEUROSCI.3689-11.2012"
"22197743","The functional connectivity of the human caudate: an application of meta-analytic connectivity modeling with behavioral filtering","Robinson JL, Laird AR, Glahn DC, Blangero J, Sanghera MK, Pessoa L, Fox PM, Uecker A, Friehs G, Young KA, Griffin JL, Lovallo WR, Fox PT.","Neuroimage. 2012 Mar;60(1):117-29. doi: 10.1016/j.neuroimage.2011.12.010. Epub 2011 Dec 14.","Robinson JL","Neuroimage","2012","2011/12/27","PMC3288226","NIHMS352171","10.1016/j.neuroimage.2011.12.010"
"19603407","Metaanalytic connectivity modeling: delineating the functional connectivity of the human amygdala","Robinson JL, Laird AR, Glahn DC, Lovallo WR, Fox PT.","Hum Brain Mapp. 2010 Feb;31(2):173-84. doi: 10.1002/hbm.20854.","Robinson JL","Hum Brain Mapp","2010","2009/07/16","PMC2872058","NIHMS142188","10.1002/hbm.20854"
"10630214","Preservation of prefrontal cortical volume in behaviorally characterized aged macaque monkeys","O'Donnell KA, Rapp PR, Hof PR.","Exp Neurol. 1999 Nov;160(1):300-10. doi: 10.1006/exnr.1999.7192.","O'Donnell KA","Exp Neurol","1999","2000/01/12","","","10.1006/exnr.1999.7192"
