PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33548458","Infrared neural stimulation with 7T fMRI: A rapid in vivo method for mapping cortical connections of primate amygdala","Shi S, Xu AG, Rui YY, Zhang X, Romanski LM, Gothard KM, Roe AW.","Neuroimage. 2021 May 1;231:117818. doi: 10.1016/j.neuroimage.2021.117818. Epub 2021 Feb 4.","Shi S","Neuroimage","2021","2021/02/06","","","10.1016/j.neuroimage.2021.117818"
"33338618","Intrinsic functional clustering of ventral premotor F5 in the macaque brain","Sharma S, Schaeffer DJ, Vinken K, Everling S, Nelissen K.","Neuroimage. 2021 Feb 15;227:117647. doi: 10.1016/j.neuroimage.2020.117647. Epub 2020 Dec 15.","Sharma S","Neuroimage","2021","2020/12/18","","","10.1016/j.neuroimage.2020.117647"
"33137478","Signature of consciousness in brain-wide synchronization patterns of monkey and human fMRI signals","Hahn G, Zamora-López G, Uhrig L, Tagliazucchi E, Laufs H, Mantini D, Kringelbach ML, Jarraya B, Deco G.","Neuroimage. 2021 Feb 1;226:117470. doi: 10.1016/j.neuroimage.2020.117470. Epub 2020 Nov 1.","Hahn G","Neuroimage","2021","2020/11/02","","","10.1016/j.neuroimage.2020.117470"
"33087474","Structure of Population Activity in Primary Motor Cortex for Single Finger Flexion and Extension","Arbuckle SA, Weiler J, Kirk EA, Rice CL, Schieber M, Pruszynski JA, Ejaz N, Diedrichsen J.","J Neurosci. 2020 Nov 25;40(48):9210-9223. doi: 10.1523/JNEUROSCI.0999-20.2020. Epub 2020 Oct 21.","Arbuckle SA","J Neurosci","2020","2020/10/22","PMC7687056","","10.1523/JNEUROSCI.0999-20.2020"
"33072887","Disrupted Eye Gaze Perception as a Biobehavioral Marker of Social Dysfunction: An RDoC Investigation","Tso IF, Lasagna CA, Fitzgerald KD, Colombi C, Sripada C, Peltier SJ, Johnson TD, Thakkar KN.","J Psychiatr Brain Sci. 2020;5:e200021. Epub 2020 Sep 10.","Tso IF","J Psychiatr Brain Sci","2020","2020/10/19","PMC7566880","NIHMS1629039",""
"32971263","Motor resonance in monkey parietal and premotor cortex during action observation: Influence of viewing perspective and effector identity","Fiave PA, Nelissen K.","Neuroimage. 2021 Jan 1;224:117398. doi: 10.1016/j.neuroimage.2020.117398. Epub 2020 Sep 22.","Fiave PA","Neuroimage","2021","2020/09/24","","","10.1016/j.neuroimage.2020.117398"
"32960419","MRI-based Parcellation and Morphometry of the Individual Rhesus Monkey Brain: the macaque Harvard-Oxford Atlas (mHOA), a translational system referencing a standardized ontology","Rushmore RJ, Bouix S, Kubicki M, Rathi Y, Rosene DL, Yeterian EH, Makris N.","Brain Imaging Behav. 2021 Jun;15(3):1589-1621. doi: 10.1007/s11682-020-00357-9.","Rushmore RJ","Brain Imaging Behav","2021","2020/09/22","","","10.1007/s11682-020-00357-9"
"32918972","What does a ""face cell"" want?'","Taubert J, Wardle SG, Ungerleider LG.","Prog Neurobiol. 2020 Dec;195:101880. doi: 10.1016/j.pneurobio.2020.101880. Epub 2020 Sep 9.","Taubert J","Prog Neurobiol","2020","2020/09/12","PMC7736068","NIHMS1631889","10.1016/j.pneurobio.2020.101880"
"32875354","Wide-field retinotopy reveals a new visuotopic cluster in macaque posterior parietal cortex","Rima S, Cottereau BR, Héjja-Brichard Y, Trotter Y, Durand JB.","Brain Struct Funct. 2020 Nov;225(8):2447-2461. doi: 10.1007/s00429-020-02134-2. Epub 2020 Sep 2.","Rima S","Brain Struct Funct","2020","2020/09/03","PMC7544618","","10.1007/s00429-020-02134-2"
"32848562","Statistical Learning Signals for Complex Visual Images in Macaque Early Visual Cortex","Vergnieux V, Vogels R.","Front Neurosci. 2020 Jul 31;14:789. doi: 10.3389/fnins.2020.00789. eCollection 2020.","Vergnieux V","Front Neurosci","2020","2020/08/28","PMC7411161","","10.3389/fnins.2020.00789"
"32835823","Curvature processing in human visual cortical areas","Yue X, Robert S, Ungerleider LG.","Neuroimage. 2020 Nov 15;222:117295. doi: 10.1016/j.neuroimage.2020.117295. Epub 2020 Aug 21.","Yue X","Neuroimage","2020","2020/08/25","PMC7885662","NIHMS1658221","10.1016/j.neuroimage.2020.117295"
"32745675","Mapping subcomponents of numerical cognition in relation to functional and anatomical landmarks of human parietal cortex","Castaldi E, Vignaud A, Eger E.","Neuroimage. 2020 Nov 1;221:117210. doi: 10.1016/j.neuroimage.2020.117210. Epub 2020 Aug 1.","Castaldi E","Neuroimage","2020","2020/08/04","","","10.1016/j.neuroimage.2020.117210"
"32711067","Optical imaging reveals functional domains in primate sensorimotor cortex","Friedman RM, Chehade NG, Roe AW, Gharbawie OA.","Neuroimage. 2020 Nov 1;221:117188. doi: 10.1016/j.neuroimage.2020.117188. Epub 2020 Jul 23.","Friedman RM","Neuroimage","2020","2020/07/26","PMC7841645","NIHMS1657533","10.1016/j.neuroimage.2020.117188"
"32539526","Diagnostic Classification for Human Autism and Obsessive-Compulsive Disorder Based on Machine Learning From a Primate Genetic Model","Zhan Y, Wei J, Liang J, Xu X, He R, Robbins TW, Wang Z.","Am J Psychiatry. 2021 Jan 1;178(1):65-76. doi: 10.1176/appi.ajp.2020.19101091. Epub 2020 Jun 16.","Zhan Y","Am J Psychiatry","2021","2020/06/17","","","10.1176/appi.ajp.2020.19101091"
"32278898","Looming and receding visual networks in awake marmosets investigated with fMRI","Cléry JC, Schaeffer DJ, Hori Y, Gilbert KM, Hayrynen LK, Gati JS, Menon RS, Everling S.","Neuroimage. 2020 Jul 15;215:116815. doi: 10.1016/j.neuroimage.2020.116815. Epub 2020 Apr 9.","Cléry JC","Neuroimage","2020","2020/04/13","","","10.1016/j.neuroimage.2020.116815"
"32269107","MECP2 Duplication Causes Aberrant GABA Pathways, Circuits and Behaviors in Transgenic Monkeys: Neural Mappings to Patients with Autism","Cai DC, Wang Z, Bo T, Yan S, Liu Y, Liu Z, Zeljic K, Chen X, Zhan Y, Xu X, Du Y, Wang Y, Cang J, Wang GZ, Zhang J, Sun Q, Qiu Z, Ge S, Ye Z, Wang Z.","J Neurosci. 2020 May 6;40(19):3799-3814. doi: 10.1523/JNEUROSCI.2727-19.2020. Epub 2020 Apr 8.","Cai DC","J Neurosci","2020","2020/04/10","PMC7204082","","10.1523/JNEUROSCI.2727-19.2020"
"32158386","Memory Function and Brain Functional Connectivity Adaptations Following Multiple-Modality Exercise and Mind-Motor Training in Older Adults at Risk of Dementia: An Exploratory Sub-Study","Boa Sorte Silva NC, Nagamatsu LS, Gill DP, Owen AM, Petrella RJ.","Front Aging Neurosci. 2020 Feb 25;12:22. doi: 10.3389/fnagi.2020.00022. eCollection 2020.","Boa Sorte Silva NC","Front Aging Neurosci","2020","2020/03/12","PMC7052336","","10.3389/fnagi.2020.00022"
"31858422","Effects of Chronic Ephedrine Toxicity on Functional Connections, Cell Apoptosis, and CREB-Related Proteins in the Prefrontal Cortex of Rhesus Monkeys","Duan S, Ma Y, Xie L, Zheng L, Huang J, Guo R, Sun Z, Xie Y, Lv J, Lin Z, Ma S.","Neurotox Res. 2020 Mar;37(3):602-615. doi: 10.1007/s12640-019-00146-3. Epub 2019 Dec 20.","Duan S","Neurotox Res","2020","2019/12/21","","","10.1007/s12640-019-00146-3"
"31846515","Effects of social subordination and oestradiol on resting-state amygdala functional connectivity in adult female rhesus monkeys","Reding KM, Grayson DS, Miranda-Dominguez O, Ray S, Wilson ME, Toufexis D, Fair DA, Sanchez MM.","J Neuroendocrinol. 2020 Feb;32(2):e12822. doi: 10.1111/jne.12822. Epub 2020 Feb 11.","Reding KM","J Neuroendocrinol","2020","2019/12/18","PMC7066536","NIHMS1064649","10.1111/jne.12822"
"31778818","A 16-channel AC/DC array coil for anesthetized monkey whole-brain imaging at 7T","Gao Y, Mareyam A, Sun Y, Witzel T, Arango N, Kuang I, White J, Roe AW, Wald L, Stockmann J, Zhang X.","Neuroimage. 2020 Feb 15;207:116396. doi: 10.1016/j.neuroimage.2019.116396. Epub 2019 Nov 25.","Gao Y","Neuroimage","2020","2019/11/29","PMC7309650","NIHMS1595681","10.1016/j.neuroimage.2019.116396"
"31743789","Pypreclin: An automatic pipeline for macaque functional MRI preprocessing","Tasserie J, Grigis A, Uhrig L, Dupont M, Amadon A, Jarraya B.","Neuroimage. 2020 Feb 15;207:116353. doi: 10.1016/j.neuroimage.2019.116353. Epub 2019 Nov 16.","Tasserie J","Neuroimage","2020","2019/11/20","","","10.1016/j.neuroimage.2019.116353"
"31731911","Cingulate role in Tourette syndrome","O'Neill J, Piacentini JC, Peterson BS.","Handb Clin Neurol. 2019;166:165-221. doi: 10.1016/B978-0-444-64196-0.00011-X.","O'Neill J","Handb Clin Neurol","2019","2019/11/17","","","10.1016/B978-0-444-64196-0.00011-X"
"31590732","The lateral prefrontal cortex and human long-term memory","Blumenfeld RS, Ranganath C.","Handb Clin Neurol. 2019;163:221-235. doi: 10.1016/B978-0-12-804281-6.00012-4.","Blumenfeld RS","Handb Clin Neurol","2019","2019/10/09","","","10.1016/B978-0-12-804281-6.00012-4"
"31479755","Task-based fMRI of a free-viewing visuo-saccadic network in the marmoset monkey","Schaeffer DJ, Gilbert KM, Hori Y, Hayrynen LK, Johnston KD, Gati JS, Menon RS, Everling S.","Neuroimage. 2019 Nov 15;202:116147. doi: 10.1016/j.neuroimage.2019.116147. Epub 2019 Aug 31.","Schaeffer DJ","Neuroimage","2019","2019/09/04","","","10.1016/j.neuroimage.2019.116147"
"31429499","Microstimulation of primate neocortex targeting striosomes induces negative decision-making","Amemori S, Amemori KI, Yoshida T, Papageorgiou GK, Xu R, Shimazu H, Desimone R, Graybiel AM.","Eur J Neurosci. 2020 Feb;51(3):731-741. doi: 10.1111/ejn.14555. Epub 2019 Sep 23.","Amemori S","Eur J Neurosci","2020","2019/08/21","PMC7031011","NIHMS1047087","10.1111/ejn.14555"
"31274393","Body Patches in Inferior Temporal Cortex Encode Categories with Different Temporal Dynamics","Kumar S, Vogels R.","J Cogn Neurosci. 2019 Nov;31(11):1699-1709. doi: 10.1162/jocn_a_01444. Epub 2019 Jul 5.","Kumar S","J Cogn Neurosci","2019","2019/07/06","","","10.1162/jocn_a_01444"
"31031580","Isoflurane-Induced Burst Suppression Increases Intrinsic Functional Connectivity of the Monkey Brain","Zhang Z, Cai DC, Wang Z, Zeljic K, Wang Z, Wang Y.","Front Neurosci. 2019 Apr 11;13:296. doi: 10.3389/fnins.2019.00296. eCollection 2019.","Zhang Z","Front Neurosci","2019","2019/04/30","PMC6470287","","10.3389/fnins.2019.00296"
"30926817","Intrinsic functional architecture of the non-human primate spinal cord derived from fMRI and electrophysiology","Wu TL, Yang PF, Wang F, Shi Z, Mishra A, Wu R, Chen LM, Gore JC.","Nat Commun. 2019 Mar 29;10(1):1416. doi: 10.1038/s41467-019-09485-3.","Wu TL","Nat Commun","2019","2019/03/31","PMC6440970","","10.1038/s41467-019-09485-3"
"30925163","Areal differences in depth cue integration between monkey and human","Armendariz M, Ban H, Welchman AE, Vanduffel W.","PLoS Biol. 2019 Mar 29;17(3):e2006405. doi: 10.1371/journal.pbio.2006405. eCollection 2019 Mar.","Armendariz M","PLoS Biol","2019","2019/03/30","PMC6457573","","10.1371/journal.pbio.2006405"
"30924264","Egomotion-related visual areas respond to active leg movements","Serra C, Galletti C, Di Marco S, Fattori P, Galati G, Sulpizio V, Pitzalis S.","Hum Brain Mapp. 2019 Aug 1;40(11):3174-3191. doi: 10.1002/hbm.24589. Epub 2019 Mar 28.","Serra C","Hum Brain Mapp","2019","2019/03/30","PMC6865514","","10.1002/hbm.24589"
"30873000","Brain Map of Intrinsic Functional Flexibility in Anesthetized Monkeys and Awake Humans","Yin D, Zhang Z, Wang Z, Zeljic K, Lv Q, Cai D, Wang Y, Wang Z.","Front Neurosci. 2019 Feb 28;13:174. doi: 10.3389/fnins.2019.00174. eCollection 2019.","Yin D","Front Neurosci","2019","2019/03/16","PMC6403192","","10.3389/fnins.2019.00174"
"30802514","Functional specialization of macaque premotor F5 subfields with respect to hand and mouth movements: A comparison of task and resting-state fMRI","Sharma S, Mantini D, Vanduffel W, Nelissen K.","Neuroimage. 2019 May 1;191:441-456. doi: 10.1016/j.neuroimage.2019.02.045. Epub 2019 Feb 23.","Sharma S","Neuroimage","2019","2019/02/26","","","10.1016/j.neuroimage.2019.02.045"
"30796824","Neurofeedback Training of Gamma Oscillations in Monkey Primary Visual Cortex","Chauvière L, Singer W.","Cereb Cortex. 2019 Dec 17;29(11):4785-4802. doi: 10.1093/cercor/bhz013.","Chauvière L","Cereb Cortex","2019","2019/02/24","","","10.1093/cercor/bhz013"
"30765166","Manipulation of Subcortical and Deep Cortical Activity in the Primate Brain Using Transcranial Focused Ultrasound Stimulation","Folloni D, Verhagen L, Mars RB, Fouragnan E, Constans C, Aubry JF, Rushworth MFS, Sallet J.","Neuron. 2019 Mar 20;101(6):1109-1116.e5. doi: 10.1016/j.neuron.2019.01.019. Epub 2019 Feb 11.","Folloni D","Neuron","2019","2019/02/16","PMC6520498","","10.1016/j.neuron.2019.01.019"
"30665007","A behavioral face preference deficit in a monkey with an incomplete face patch system","Vinken K, Vogels R.","Neuroimage. 2019 Apr 1;189:415-424. doi: 10.1016/j.neuroimage.2019.01.043. Epub 2019 Jan 18.","Vinken K","Neuroimage","2019","2019/01/22","","","10.1016/j.neuroimage.2019.01.043"
"30565343","Decoding vibrotactile choice independent of stimulus order and saccade selection during sequential comparisons","Wu YH, Velenosi LA, Schröder P, Ludwig S, Blankenburg F.","Hum Brain Mapp. 2019 Apr 15;40(6):1898-1907. doi: 10.1002/hbm.24499. Epub 2018 Dec 18.","Wu YH","Hum Brain Mapp","2019","2018/12/20","PMC6865757","","10.1002/hbm.24499"
"30547311","Gradients of connectivity distance in the cerebral cortex of the macaque monkey","Oligschläger S, Xu T, Baczkowski BM, Falkiewicz M, Falchier A, Linn G, Margulies DS.","Brain Struct Funct. 2019 Mar;224(2):925-935. doi: 10.1007/s00429-018-1811-1. Epub 2018 Dec 13.","Oligschläger S","Brain Struct Funct","2019","2018/12/15","PMC6420469","","10.1007/s00429-018-1811-1"
"30530862","Intrinsic Functional Boundaries of Lateral Frontal Cortex in the Common Marmoset Monkey","Schaeffer DJ, Gilbert KM, Gati JS, Menon RS, Everling S.","J Neurosci. 2019 Feb 6;39(6):1020-1029. doi: 10.1523/JNEUROSCI.2595-18.2018. Epub 2018 Dec 10.","Schaeffer DJ","J Neurosci","2019","2018/12/12","PMC6363921","","10.1523/JNEUROSCI.2595-18.2018"
"30459219","Temporal Dynamics and Response Modulation across the Human Visual System in a Spatial Attention Task: An ECoG Study","Martin AB, Yang X, Saalmann YB, Wang L, Shestyuk A, Lin JJ, Parvizi J, Knight RT, Kastner S.","J Neurosci. 2019 Jan 9;39(2):333-352. doi: 10.1523/JNEUROSCI.1889-18.2018. Epub 2018 Nov 20.","Martin AB","J Neurosci","2019","2018/11/22","PMC6325255","","10.1523/JNEUROSCI.1889-18.2018"
"30416440","Existence of Initial Dip for BCI: An Illusion or Reality","Hong KS, Zafar A.","Front Neurorobot. 2018 Oct 26;12:69. doi: 10.3389/fnbot.2018.00069. eCollection 2018.","Hong KS","Front Neurorobot","2018","2018/11/13","PMC6212489","","10.3389/fnbot.2018.00069"
"30395192","Homology and Specificity of Natural Sound-Encoding in Human and Monkey Auditory Cortex","Erb J, Armendariz M, De Martino F, Goebel R, Vanduffel W, Formisano E.","Cereb Cortex. 2019 Aug 14;29(9):3636-3650. doi: 10.1093/cercor/bhy243.","Erb J","Cereb Cortex","2019","2018/11/06","","","10.1093/cercor/bhy243"
"30365485","Representations of regular and irregular shapes by deep Convolutional Neural Networks, monkey inferotemporal neurons and human judgments","Kalfas I, Vinken K, Vogels R.","PLoS Comput Biol. 2018 Oct 26;14(10):e1006557. doi: 10.1371/journal.pcbi.1006557. eCollection 2018 Oct.","Kalfas I","PLoS Comput Biol","2018","2018/10/27","PMC6231692","","10.1371/journal.pcbi.1006557"
"30355629","Functional MRI in Macaque Monkeys during Task Switching","Premereur E, Janssen P, Vanduffel W.","J Neurosci. 2018 Dec 12;38(50):10619-10630. doi: 10.1523/JNEUROSCI.1539-18.2018. Epub 2018 Oct 24.","Premereur E","J Neurosci","2018","2018/10/26","PMC6580658","","10.1523/JNEUROSCI.1539-18.2018"
"30291973","Gustatory responses in macaque monkeys revealed with fMRI: Comments on taste, taste preference, and internal state","Kaskan PM, Dean AM, Nicholas MA, Mitz AR, Murray EA.","Neuroimage. 2019 Jan 1;184:932-942. doi: 10.1016/j.neuroimage.2018.10.005. Epub 2018 Oct 3.","Kaskan PM","Neuroimage","2019","2018/10/07","PMC6230501","NIHMS1509759","10.1016/j.neuroimage.2018.10.005"
"30285103","Color statistics of objects, and color tuning of object cortex in macaque monkey","Rosenthal I, Ratnasingam S, Haile T, Eastman S, Fuller-Deets J, Conway BR.","J Vis. 2018 Oct 1;18(11):1. doi: 10.1167/18.11.1.","Rosenthal I","J Vis","2018","2018/10/05","PMC6168048","","10.1167/18.11.1"
"30178424","Joint representation of connectome-scale structural and functional profiles for identification of consistent cortical landmarks in macaque brain","Zhang S, Jiang X, Zhang W, Zhang T, Chen H, Zhao Y, Lv J, Guo L, Howell BR, Sanchez MM, Hu X, Liu T.","Brain Imaging Behav. 2019 Oct;13(5):1427-1443. doi: 10.1007/s11682-018-9944-7.","Zhang S","Brain Imaging Behav","2019","2018/09/05","PMC6399084","NIHMS1505800","10.1007/s11682-018-9944-7"
"30131679","Representation of Spatial and Feature Information in the Monkey Dorsal and Ventral Prefrontal Cortex","Constantinidis C, Qi XL.","Front Integr Neurosci. 2018 Aug 7;12:31. doi: 10.3389/fnint.2018.00031. eCollection 2018.","Constantinidis C","Front Integr Neurosci","2018","2018/08/23","PMC6090048","","10.3389/fnint.2018.00031"
"30061190","Functional Connectivity within the Primate Extended Amygdala Is Heritable and Associated with Early-Life Anxious Temperament","Fox AS, Oler JA, Birn RM, Shackman AJ, Alexander AL, Kalin NH.","J Neurosci. 2018 Aug 29;38(35):7611-7621. doi: 10.1523/JNEUROSCI.0102-18.2018. Epub 2018 Jul 30.","Fox AS","J Neurosci","2018","2018/08/01","PMC6113902","","10.1523/JNEUROSCI.0102-18.2018"
"30059694","Exploring the neuromechanism of chronic ephedrine addiction in rhesus monkeys: A behavioural and brain resting-state fMRI study","Xie L, Ma Y, Huang J, Guo R, Wang J, Sun Z, Duan S, Wu B, Lin Z, Xiao Y, Ma S.","Behav Brain Res. 2019 Feb 1;359:807-813. doi: 10.1016/j.bbr.2018.07.024. Epub 2018 Jul 27.","Xie L","Behav Brain Res","2019","2018/07/31","","","10.1016/j.bbr.2018.07.024"
"30030399","Face Repetition Probability Does Not Affect Repetition Suppression in Macaque Inferotemporal Cortex","Vinken K, Op de Beeck HP, Vogels R.","J Neurosci. 2018 Aug 22;38(34):7492-7504. doi: 10.1523/JNEUROSCI.0462-18.2018. Epub 2018 Jul 20.","Vinken K","J Neurosci","2018","2018/07/22","PMC6596142","","10.1523/JNEUROSCI.0462-18.2018"
"30017395","Functional Networks for Social Communication in the Macaque Monkey","Shepherd SV, Freiwald WA.","Neuron. 2018 Jul 25;99(2):413-420.e3. doi: 10.1016/j.neuron.2018.06.027. Epub 2018 Jul 12.","Shepherd SV","Neuron","2018","2018/07/19","PMC6449102","NIHMS1506208","10.1016/j.neuron.2018.06.027"
"29901747","Fast Compensatory Functional Network Changes Caused by Reversible Inactivation of Monkey Parietal Cortex","Balan PF, Gerits A, Zhu Q, Kolster H, Orban GA, Wardak C, Vanduffel W.","Cereb Cortex. 2019 Jun 1;29(6):2588-2606. doi: 10.1093/cercor/bhy128.","Balan PF","Cereb Cortex","2019","2018/06/15","","","10.1093/cercor/bhy128"
"29886144","Source-reconstruction of the sensorimotor network from resting-state macaque electrocorticography","Hindriks R, Micheli C, Bosman CA, Oostenveld R, Lewis C, Mantini D, Fries P, Deco G.","Neuroimage. 2018 Nov 1;181:347-358. doi: 10.1016/j.neuroimage.2018.06.010. Epub 2018 Jun 15.","Hindriks R","Neuroimage","2018","2018/06/11","","","10.1016/j.neuroimage.2018.06.010"
"29855217","Orientation Encoding and Viewpoint Invariance in Face Recognition: Inferring Neural Properties from Large-Scale Signals","Ramírez FM.","Neuroscientist. 2018 Dec;24(6):582-608. doi: 10.1177/1073858418769554. Epub 2018 Jun 1.","Ramírez FM","Neuroscientist","2018","2018/06/02","","","10.1177/1073858418769554"
"29789605","Neuromodulation of sensory networks in monkey brain by focused ultrasound with MRI guidance and detection","Yang PF, Phipps MA, Newton AT, Chaplin V, Gore JC, Caskey CF, Chen LM.","Sci Rep. 2018 May 22;8(1):7993. doi: 10.1038/s41598-018-26287-7.","Yang PF","Sci Rep","2018","2018/05/24","PMC5964220","","10.1038/s41598-018-26287-7"
"29787867","Investigating common coding of observed and executed actions in the monkey brain using cross-modal multi-variate fMRI classification","Fiave PA, Sharma S, Jastorff J, Nelissen K.","Neuroimage. 2018 Sep;178:306-317. doi: 10.1016/j.neuroimage.2018.05.043. Epub 2018 May 19.","Fiave PA","Neuroimage","2018","2018/05/23","","","10.1016/j.neuroimage.2018.05.043"
"29679734","Cortical networks for encoding near and far space in the non-human primate","Cléry J, Guipponi O, Odouard S, Wardak C, Ben Hamed S.","Neuroimage. 2018 Aug 1;176:164-178. doi: 10.1016/j.neuroimage.2018.04.036. Epub 2018 Apr 19.","Cléry J","Neuroimage","2018","2018/04/22","","","10.1016/j.neuroimage.2018.04.036"
"29673483","Training Humans to Categorize Monkey Calls: Auditory Feature- and Category-Selective Neural Tuning Changes","Jiang X, Chevillet MA, Rauschecker JP, Riesenhuber M.","Neuron. 2018 Apr 18;98(2):405-416.e4. doi: 10.1016/j.neuron.2018.03.014.","Jiang X","Neuron","2018","2018/04/21","PMC7371447","NIHMS1601149","10.1016/j.neuron.2018.03.014"
"29593518","Task-Relevant Information Modulates Primary Motor Cortex Activity Before Movement Onset","Calderon CB, Van Opstal F, Peigneux P, Verguts T, Gevers W.","Front Hum Neurosci. 2018 Mar 14;12:93. doi: 10.3389/fnhum.2018.00093. eCollection 2018.","Calderon CB","Front Hum Neurosci","2018","2018/03/30","PMC5861186","","10.3389/fnhum.2018.00093"
"29575494","Cortical depth profiles of luminance contrast responses in human V1 and V2 using 7 T fMRI","Marquardt I, Schneider M, Gulban OF, Ivanov D, Uludağ K.","Hum Brain Mapp. 2018 Jul;39(7):2812-2827. doi: 10.1002/hbm.24042. Epub 2018 Mar 25.","Marquardt I","Hum Brain Mapp","2018","2018/03/26","PMC6866457","","10.1002/hbm.24042"
"29540550","Functional MRI Responses to Passive, Active, and Observed Touch in Somatosensory and Insular Cortices of the Macaque Monkey","Sharma S, Fiave PA, Nelissen K.","J Neurosci. 2018 Apr 11;38(15):3689-3707. doi: 10.1523/JNEUROSCI.1587-17.2018. Epub 2018 Mar 14.","Sharma S","J Neurosci","2018","2018/03/16","PMC6705905","","10.1523/JNEUROSCI.1587-17.2018"
"29437980","Temporal-prefrontal cortical network for discrimination of valuable objects in long-term memory","Ghazizadeh A, Griggs W, Leopold DA, Hikosaka O.","Proc Natl Acad Sci U S A. 2018 Feb 27;115(9):E2135-E2144. doi: 10.1073/pnas.1707695115. Epub 2018 Feb 1.","Ghazizadeh A","Proc Natl Acad Sci U S A","2018","2018/02/14","PMC5834664","","10.1073/pnas.1707695115"
