PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33227425","A collaborative resource platform for non-human primate neuroimaging","Messinger A, Sirmpilatze N, Heuer K, Loh KK, Mars RB, Sein J, Xu T, Glen D, Jung B, Seidlitz J, Taylor P, Toro R, Garza-Villarreal EA, Sponheim C, Wang X, Benn RA, Cagna B, Dadarwal R, Evrard HC, Garcia-Saldivar P, Giavasis S, Hartig R, Lepage C, Liu C, Majka P, Merchant H, Milham MP, Rosa MGP, Tasserie J, Uhrig L, Margulies DS, Klink PC.","Neuroimage. 2021 Feb 1;226:117519. doi: 10.1016/j.neuroimage.2020.117519. Epub 2020 Nov 20.","Messinger A","Neuroimage","2021","2020/11/23","","","10.1016/j.neuroimage.2020.117519"
"33214844","Improved Synthesis of [(11)C]COU and [(11)C]PHXY, Evaluation of Neurotoxicity, and Imaging of MAOs in Rodent Heart","Brooks AF, Mufarreh AJ, Shao X, Kaur T, Stauff J, Arteaga J, Kilbourn MR, Scott PJH.","ACS Med Chem Lett. 2020 Aug 28;11(11):2300-2304. doi: 10.1021/acsmedchemlett.0c00419. eCollection 2020 Nov 12.","Brooks AF","ACS Med Chem Lett","2020","2020/11/20","PMC7667825","","10.1021/acsmedchemlett.0c00419"
"33137475","The macaque brain ONPRC18 template with combined gray and white matter labelmap for multimodal neuroimaging studies of Nonhuman Primates","Weiss AR, Liu Z, Wang X, Liguore WA, Kroenke CD, McBride JL.","Neuroimage. 2021 Jan 15;225:117517. doi: 10.1016/j.neuroimage.2020.117517. Epub 2020 Nov 1.","Weiss AR","Neuroimage","2021","2020/11/02","PMC7833476","NIHMS1659147","10.1016/j.neuroimage.2020.117517"
"33137474","Depth-dependent functional MRI responses to chromatic and achromatic stimuli throughout V1 and V2","Navarro KT, Sanchez MJ, Engel SA, Olman CA, Weldon KB.","Neuroimage. 2021 Feb 1;226:117520. doi: 10.1016/j.neuroimage.2020.117520. Epub 2020 Nov 1.","Navarro KT","Neuroimage","2021","2020/11/02","PMC7958868","NIHMS1666838","10.1016/j.neuroimage.2020.117520"
"33137472","Sharing voxelwise neuroimaging results from rhesus monkeys and other species with Neurovault","Fox AS, Holley D, Klink PC, Arbuckle SA, Barnes CA, Diedrichsen J, Kwok SC, Kyle C, Pruszynski JA, Seidlitz J, Zhou X, Poldrack RA, Gorgolewski KJ.","Neuroimage. 2021 Jan 15;225:117518. doi: 10.1016/j.neuroimage.2020.117518. Epub 2020 Oct 31.","Fox AS","Neuroimage","2021","2020/11/02","PMC7846271","NIHMS1659144","10.1016/j.neuroimage.2020.117518"
"33133729","Strategies for PET imaging of the receptor for advanced glycation endproducts (RAGE)","Drake LR, Brooks AF, Stauff J, Sherman PS, Arteaga J, Koeppe RA, Reed A, Montavon TJ, Skaddan MB, Scott PJH.","J Pharm Anal. 2020 Oct;10(5):452-465. doi: 10.1016/j.jpha.2020.07.009. Epub 2020 Aug 4.","Drake LR","J Pharm Anal","2020","2020/11/02","PMC7591811","","10.1016/j.jpha.2020.07.009"
"33130051","Protective cranial implant caps for macaques","Perry BAL, Mason S, Nacef J, Waddle A, Hynes B, Bergmann C, Schmid MC, Petkov CI, Thiele A, Mitchell AS.","J Neurosci Methods. 2021 Jan 15;348:108992. doi: 10.1016/j.jneumeth.2020.108992. Epub 2020 Oct 29.","Perry BAL","J Neurosci Methods","2021","2020/11/01","PMC7840592","","10.1016/j.jneumeth.2020.108992"
"33128126","Nonhuman primate meso-circuitry data: a translational tool to understand brain networks across species","Tang W, Choi EY, Heilbronner SR, Haber SN.","Brain Struct Funct. 2021 Jan;226(1):1-11. doi: 10.1007/s00429-020-02133-3. Epub 2020 Oct 30.","Tang W","Brain Struct Funct","2021","2020/10/31","","","10.1007/s00429-020-02133-3"
"33115927","Spatially Specific Working Memory Activity in the Human Superior Colliculus","Rahmati M, DeSimone K, Curtis CE, Sreenivasan KK.","J Neurosci. 2020 Dec 2;40(49):9487-9495. doi: 10.1523/JNEUROSCI.2016-20.2020. Epub 2020 Oct 28.","Rahmati M","J Neurosci","2020","2020/10/29","PMC7724141","","10.1523/JNEUROSCI.2016-20.2020"
"33063708","The use of hydrogel-delivered extracellular vesicles in recovery of motor function in stroke: a testable experimental hypothesis for clinical translation including behavioral and neuroimaging assessment approaches","Tsintou M, Dalamagkas K, Moore TL, Rathi Y, Kubicki M, Rosene DL, Makris N.","Neural Regen Res. 2021 Apr;16(4):605-613. doi: 10.4103/1673-5374.295269.","Tsintou M","Neural Regen Res","2021","2020/10/16","PMC8067932","","10.4103/1673-5374.295269"
"33020215","Comparative Brain Imaging Reveals Analogous and Divergent Patterns of Species and Face Sensitivity in Humans and Dogs","Bunford N, Hernández-Pérez R, Farkas EB, Cuaya LV, Szabó D, Szabó ÁG, Gácsi M, Miklósi Á, Andics A.","J Neurosci. 2020 Oct 21;40(43):8396-8408. doi: 10.1523/JNEUROSCI.2800-19.2020. Epub 2020 Oct 5.","Bunford N","J Neurosci","2020","2020/10/06","PMC7577605","","10.1523/JNEUROSCI.2800-19.2020"
"32958652","Ventromedial prefrontal area 14 provides opposing regulation of threat and reward-elicited responses in the common marmoset","Stawicka ZM, Massoudi R, Horst NK, Koda K, Gaskin PLR, Alexander L, Santangelo AM, McIver L, Cockcroft GJ, Wood CM, Roberts AC.","Proc Natl Acad Sci U S A. 2020 Oct 6;117(40):25116-25127. doi: 10.1073/pnas.2009657117. Epub 2020 Sep 21.","Stawicka ZM","Proc Natl Acad Sci U S A","2020","2020/09/22","PMC7547281","","10.1073/pnas.2009657117"
"32709417","Transcriptional Profiling of Primate Central Nucleus of the Amygdala Neurons to Understand the Molecular Underpinnings of Early-Life Anxious Temperament","Kovner R, Souaiaia T, Fox AS, French DA, Goss CE, Roseboom PH, Oler JA, Riedel MK, Fekete EM, Fudge JL, Knowles JA, Kalin NH.","Biol Psychiatry. 2020 Oct 15;88(8):638-648. doi: 10.1016/j.biopsych.2020.05.009. Epub 2020 May 19.","Kovner R","Biol Psychiatry","2020","2020/07/26","PMC7530008","NIHMS1615612","10.1016/j.biopsych.2020.05.009"
"32683780","Neurobiological substrates of animal personality and cognition in a nonhuman primate (Microcebus murinus)","Fritz RG, Zimmermann E, Meier M, Mestre-Francés N, Radespiel U, Schmidtke D.","Brain Behav. 2020 Sep;10(9):e01752. doi: 10.1002/brb3.1752. Epub 2020 Jul 18.","Fritz RG","Brain Behav","2020","2020/07/20","PMC7507526","","10.1002/brb3.1752"
"32539526","Diagnostic Classification for Human Autism and Obsessive-Compulsive Disorder Based on Machine Learning From a Primate Genetic Model","Zhan Y, Wei J, Liang J, Xu X, He R, Robbins TW, Wang Z.","Am J Psychiatry. 2021 Jan 1;178(1):65-76. doi: 10.1176/appi.ajp.2020.19101091. Epub 2020 Jun 16.","Zhan Y","Am J Psychiatry","2021","2020/06/17","","","10.1176/appi.ajp.2020.19101091"
"32410977","MonkeyCBP: A Toolbox for Connectivity-Based Parcellation of Monkey Brain","He B, Yang Z, Fan L, Gao B, Li H, Ye C, You B, Jiang T.","Front Neuroinform. 2020 Apr 28;14:14. doi: 10.3389/fninf.2020.00014. eCollection 2020.","He B","Front Neuroinform","2020","2020/05/16","PMC7198896","","10.3389/fninf.2020.00014"
"32332897","Nonhuman primate neuroimaging opens up","Neff EP.","Lab Anim (NY). 2020 May;49(5):139-143. doi: 10.1038/s41684-020-0531-3.","Neff EP","Lab Anim (NY)","2020","2020/04/26","","","10.1038/s41684-020-0531-3"
"32315710","Examining fMRI time-series entropy as a marker for brain E/I balance with pharmacological neuromodulation in a non-human primate translational model","Maltbie EA, Howell LH, Sun PZ, Miller R, Gopinath KS.","Neurosci Lett. 2020 May 29;728:134984. doi: 10.1016/j.neulet.2020.134984. Epub 2020 Apr 18.","Maltbie EA","Neurosci Lett","2020","2020/04/22","PMC7266677","NIHMS1593985","10.1016/j.neulet.2020.134984"
"32227117","Stereomotion Processing in the Nonhuman Primate Brain","Héjja-Brichard Y, Rima S, Rapha E, Durand JB, Cottereau BR.","Cereb Cortex. 2020 Jun 30;30(8):4528-4543. doi: 10.1093/cercor/bhaa055.","Héjja-Brichard Y","Cereb Cortex","2020","2020/04/01","","","10.1093/cercor/bhaa055"
"32202497","Cross-species cortical alignment identifies different types of anatomical reorganization in the primate temporal lobe","Eichert N, Robinson EC, Bryant KL, Jbabdi S, Jenkinson M, Li L, Krug K, Watkins KE, Mars RB.","Elife. 2020 Mar 23;9:e53232. doi: 10.7554/eLife.53232.","Eichert N","Elife","2020","2020/03/24","PMC7180052","","10.7554/eLife.53232"
"32078795","Accelerating the Evolution of Nonhuman Primate Neuroimaging","PRIMatE Data Exchange (PRIME-DE) Global Collaboration Workshop and Consortium. Electronic address: michael.milham@childmind.org; PRIMatE Data Exchange (PRIME-DE) Global Collaboration Workshop and Consortium.","Neuron. 2020 Feb 19;105(4):600-603. doi: 10.1016/j.neuron.2019.12.023.","PRIMatE Data Exchange (PRIME-DE) Global Collaboration Workshop and Consortium. Electronic address: michael.milham@childmind.org","Neuron","2020","2020/02/21","PMC7610430","EMS119440","10.1016/j.neuron.2019.12.023"
"32060124","Cognitive control of orofacial motor and vocal responses in the ventrolateral and dorsomedial human frontal cortex","Loh KK, Procyk E, Neveu R, Lamberton F, Hopkins WD, Petrides M, Amiez C.","Proc Natl Acad Sci U S A. 2020 Mar 3;117(9):4994-5005. doi: 10.1073/pnas.1916459117. Epub 2020 Feb 14.","Loh KK","Proc Natl Acad Sci U S A","2020","2020/02/16","PMC7060705","","10.1073/pnas.1916459117"
"32038217","Animal Functional Magnetic Resonance Imaging: Trends and Path Toward Standardization","Mandino F, Cerri DH, Garin CM, Straathof M, van Tilborg GAF, Chakravarty MM, Dhenain M, Dijkhuizen RM, Gozzi A, Hess A, Keilholz SD, Lerch JP, Shih YI, Grandjean J.","Front Neuroinform. 2020 Jan 22;13:78. doi: 10.3389/fninf.2019.00078. eCollection 2019.","Mandino F","Front Neuroinform","2020","2020/02/11","PMC6987455","","10.3389/fninf.2019.00078"
"31950091","Selection of preclinical models to evaluate intranasal brain cooling for acute ischemic stroke","Chen Y, Quddusi A, Harrison KA, Ryan PE, Cook DJ.","Brain Circ. 2019 Dec 27;5(4):160-168. doi: 10.4103/bc.bc_20_19. eCollection 2019 Oct-Dec.","Chen Y","Brain Circ","2019","2020/01/18","PMC6950506","","10.4103/bc.bc_20_19"
"31932765","A resource for the detailed 3D mapping of white matter pathways in the marmoset brain","Liu C, Ye FQ, Newman JD, Szczupak D, Tian X, Yen CC, Majka P, Glen D, Rosa MGP, Leopold DA, Silva AC.","Nat Neurosci. 2020 Feb;23(2):271-280. doi: 10.1038/s41593-019-0575-0. Epub 2020 Jan 13.","Liu C","Nat Neurosci","2020","2020/01/15","PMC7007400","NIHMS1546232","10.1038/s41593-019-0575-0"
"31871175","Cerebral cortical folding, parcellation, and connectivity in humans, nonhuman primates, and mice","Van Essen DC, Donahue CJ, Coalson TS, Kennedy H, Hayashi T, Glasser MF.","Proc Natl Acad Sci U S A. 2019 Dec 23;116(52):26173-80. doi: 10.1073/pnas.1902299116. Online ahead of print.","Van Essen DC","Proc Natl Acad Sci U S A","2019","2019/12/25","PMC6936571","","10.1073/pnas.1902299116"
"31871143","From bed to bench side: Reverse translation to optimize neuromodulation for mood disorders","Rudebeck PH, Rich EL, Mayberg HS.","Proc Natl Acad Sci U S A. 2019 Dec 23;116(52):26288-96. doi: 10.1073/pnas.1902287116. Online ahead of print.","Rudebeck PH","Proc Natl Acad Sci U S A","2019","2019/12/25","PMC6936427","","10.1073/pnas.1902287116"
"31862614","Effects of chronic intranasal oxytocin on behavior and cerebral glucose uptake in juvenile titi monkeys","Arias Del Razo R, Berger T, Conley AJ, Freeman SM, Goetze LR, Jacob S, Lawrence RH, Mendoza SP, Rothwell ES, Savidge LE, Solomon M, Weinstein TAR, Witczak LR, Bales KL.","Psychoneuroendocrinology. 2020 Mar;113:104494. doi: 10.1016/j.psyneuen.2019.104494. Epub 2019 Oct 31.","Arias Del Razo R","Psychoneuroendocrinology","2020","2019/12/22","PMC7909742","NIHMS1666376","10.1016/j.psyneuen.2019.104494"
"31743789","Pypreclin: An automatic pipeline for macaque functional MRI preprocessing","Tasserie J, Grigis A, Uhrig L, Dupont M, Amadon A, Jarraya B.","Neuroimage. 2020 Feb 15;207:116353. doi: 10.1016/j.neuroimage.2019.116353. Epub 2019 Nov 16.","Tasserie J","Neuroimage","2020","2019/11/20","","","10.1016/j.neuroimage.2019.116353"
"31735143","Exploring the cerebral substrate of voice perception in primate brains","Bodin C, Belin P.","Philos Trans R Soc Lond B Biol Sci. 2020 Jan 6;375(1789):20180386. doi: 10.1098/rstb.2018.0386. Epub 2019 Nov 18.","Bodin C","Philos Trans R Soc Lond B Biol Sci","2020","2019/11/19","PMC6895549","","10.1098/rstb.2018.0386"
"31733343","The tenacious brain: How the anterior mid-cingulate contributes to achieving goals","Touroutoglou A, Andreano J, Dickerson BC, Barrett LF.","Cortex. 2020 Feb;123:12-29. doi: 10.1016/j.cortex.2019.09.011. Epub 2019 Oct 9.","Touroutoglou A","Cortex","2020","2019/11/17","PMC7381101","NIHMS1543163","10.1016/j.cortex.2019.09.011"
"31619951","fMRI in Non-human Primate: A Review on Factors That Can Affect Interpretation and Dynamic Causal Modeling Application","Jovellar DB, Doudet DJ.","Front Neurosci. 2019 Sep 18;13:973. doi: 10.3389/fnins.2019.00973. eCollection 2019.","Jovellar DB","Front Neurosci","2019","2019/10/18","PMC6759819","","10.3389/fnins.2019.00973"
"31590749","Transcranial magnetic stimulation: Neurophysiological and clinical applications","Burke MJ, Fried PJ, Pascual-Leone A.","Handb Clin Neurol. 2019;163:73-92. doi: 10.1016/B978-0-12-804281-6.00005-7.","Burke MJ","Handb Clin Neurol","2019","2019/10/09","","","10.1016/B978-0-12-804281-6.00005-7"
"31494249","A population stereotaxic positron emission tomography brain template for the macaque and its application to ischemic model","Nie B, Wang L, Hu Y, Liang S, Tan Z, Chai P, Tang Y, Shang J, Pan Z, Zhao X, Zhang X, Gong J, Zheng C, Xu H, Wey HY, Liang SH, Shan B.","Neuroimage. 2019 Dec;203:116163. doi: 10.1016/j.neuroimage.2019.116163. Epub 2019 Sep 5.","Nie B","Neuroimage","2019","2019/09/09","","","10.1016/j.neuroimage.2019.116163"
