PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"18231592","Symmetric sensorimotor somatotopy","Overduin SA, Servos P.","PLoS One. 2008 Jan 30;3(1):e1505. doi: 10.1371/journal.pone.0001505.","Overduin SA","PLoS One","2008","2008/01/31","PMC2200828","","10.1371/journal.pone.0001505"
"17537970","A labeled-line code for small and large numerosities in the monkey prefrontal cortex","Nieder A, Merten K.","J Neurosci. 2007 May 30;27(22):5986-93. doi: 10.1523/JNEUROSCI.1056-07.2007.","Nieder A","J Neurosci","2007","2007/06/01","PMC6672244","","10.1523/JNEUROSCI.1056-07.2007"
"17314280","Functional imaging reveals visual modulation of specific fields in auditory cortex","Kayser C, Petkov CI, Augath M, Logothetis NK.","J Neurosci. 2007 Feb 21;27(8):1824-35. doi: 10.1523/JNEUROSCI.4737-06.2007.","Kayser C","J Neurosci","2007","2007/02/23","PMC6673538","","10.1523/JNEUROSCI.4737-06.2007"
"17143147","Decoding movement intent from human premotor cortex neurons for neural prosthetic applications","Ojakangas CL, Shaikhouni A, Friehs GM, Caplan AH, Serruya MD, Saleh M, Morris DS, Donoghue JP.","J Clin Neurophysiol. 2006 Dec;23(6):577-84. doi: 10.1097/01.wnp.0000233323.87127.14.","Ojakangas CL","J Clin Neurophysiol","2006","2006/12/05","PMC1785325","NIHMS11485","10.1097/01.wnp.0000233323.87127.14"
"17102698","Cognition and medial frontal cortex in health and disease","Nachev P.","Curr Opin Neurol. 2006 Dec;19(6):586-92. doi: 10.1097/01.wco.0000247609.36482.ae.","Nachev P","Curr Opin Neurol","2006","2006/11/15","PMC2658463","UKMS3993","10.1097/01.wco.0000247609.36482.ae"
"17088545","Local field potential reflects perceptual suppression in monkey visual cortex","Wilke M, Logothetis NK, Leopold DA.","Proc Natl Acad Sci U S A. 2006 Nov 14;103(46):17507-12. doi: 10.1073/pnas.0604673103. Epub 2006 Nov 6.","Wilke M","Proc Natl Acad Sci U S A","2006","2006/11/08","PMC1859959","","10.1073/pnas.0604673103"
"16962619","Visuomotor functions of the posterior parietal cortex","Jackson SR, Husain M.","Neuropsychologia. 2006;44(13):2589-93. doi: 10.1016/j.neuropsychologia.2006.08.002. Epub 2006 Sep 7.","Jackson SR","Neuropsychologia","2006","2006/09/12","","","10.1016/j.neuropsychologia.2006.08.002"
"16909637","Disorders of visual attention and the posterior parietal cortex","Nachev P, Husain M.","Cortex. 2006 Jul;42(5):766-73. doi: 10.1016/s0010-9452(08)70415-5.","Nachev P","Cortex","2006","2006/08/17","","","10.1016/s0010-9452(08)70415-5"
"16774452","Functional imaging reveals numerous fields in the monkey auditory cortex","Petkov CI, Kayser C, Augath M, Logothetis NK.","PLoS Biol. 2006 Jul;4(7):e215. doi: 10.1371/journal.pbio.0040215.","Petkov CI","PLoS Biol","2006","2006/06/16","PMC1479693","","10.1371/journal.pbio.0040215"
"16547508","Negative functional MRI response correlates with decreases in neuronal activity in monkey visual area V1","Shmuel A, Augath M, Oeltermann A, Logothetis NK.","Nat Neurosci. 2006 Apr;9(4):569-77. doi: 10.1038/nn1675. Epub 2006 Mar 19.","Shmuel A","Nat Neurosci","2006","2006/03/21","","","10.1038/nn1675"
"16432221","Neural connections of the posteromedial cortex in the macaque","Parvizi J, Van Hoesen GW, Buckwalter J, Damasio A.","Proc Natl Acad Sci U S A. 2006 Jan 31;103(5):1563-8. doi: 10.1073/pnas.0507729103. Epub 2006 Jan 23.","Parvizi J","Proc Natl Acad Sci U S A","2006","2006/01/25","PMC1345704","","10.1073/pnas.0507729103"
"16371409","Spatial neglect--a vestibular disorder?","Karnath HO, Dieterich M.","Brain. 2006 Feb;129(Pt 2):293-305. doi: 10.1093/brain/awh698. Epub 2005 Dec 21.","Karnath HO","Brain","2006","2005/12/24","","","10.1093/brain/awh698"
"16023374","High gamma frequency oscillatory activity dissociates attention from intention in the human premotor cortex","Brovelli A, Lachaux JP, Kahane P, Boussaoud D.","Neuroimage. 2005 Oct 15;28(1):154-64. doi: 10.1016/j.neuroimage.2005.05.045. Epub 2005 Jul 14.","Brovelli A","Neuroimage","2005","2005/07/19","","","10.1016/j.neuroimage.2005.05.045"
"15936269","Patchy organization and asymmetric distribution of the neural correlates of face processing in monkey inferotemporal cortex","Zangenehpour S, Chaudhuri A.","Curr Biol. 2005 Jun 7;15(11):993-1005. doi: 10.1016/j.cub.2005.04.031.","Zangenehpour S","Curr Biol","2005","2005/06/07","","","10.1016/j.cub.2005.04.031"
"15795051","Estrogen modulates cognitive and cholinergic processes in surgically menopausal monkeys","Tinkler GP, Voytko ML.","Prog Neuropsychopharmacol Biol Psychiatry. 2005 Mar;29(3):423-31. doi: 10.1016/j.pnpbp.2004.12.016.","Tinkler GP","Prog Neuropsychopharmacol Biol Psychiatry","2005","2005/03/30","","","10.1016/j.pnpbp.2004.12.016"
"15791645","Architecture and neurocytology of monkey cingulate gyrus","Vogt BA, Vogt L, Farber NB, Bush G.","J Comp Neurol. 2005 May 9;485(3):218-39. doi: 10.1002/cne.20512.","Vogt BA","J Comp Neurol","2005","2005/03/26","PMC2649765","NIHMS51811","10.1002/cne.20512"
"15770147","Selectivity for speed gradients in human area MT/V5","Martinez-Trujillo JC, Tsotsos JK, Simine E, Pomplun M, Wildes R, Treue S, Heinze HJ, Hopf JM.","Neuroreport. 2005 Apr 4;16(5):435-8. doi: 10.1097/00001756-200504040-00004.","Martinez-Trujillo JC","Neuroreport","2005","2005/03/17","","","10.1097/00001756-200504040-00004"
"15673838","The potential for utilizing the ""mirror neurone system"" to enhance recovery of the severely affected upper limb early after stroke: a review and hypothesis","Pomeroy VM, Clark CA, Miller JS, Baron JC, Markus HS, Tallis RC.","Neurorehabil Neural Repair. 2005 Mar;19(1):4-13. doi: 10.1177/1545968304274351.","Pomeroy VM","Neurorehabil Neural Repair","2005","2005/01/28","","","10.1177/1545968304274351"
"15630449","Dopaminergic neurons generated from monkey embryonic stem cells function in a Parkinson primate model","Takagi Y, Takahashi J, Saiki H, Morizane A, Hayashi T, Kishi Y, Fukuda H, Okamoto Y, Koyanagi M, Ideguchi M, Hayashi H, Imazato T, Kawasaki H, Suemori H, Omachi S, Iida H, Itoh N, Nakatsuji N, Sasai Y, Hashimoto N.","J Clin Invest. 2005 Jan;115(1):102-9. doi: 10.1172/JCI21137.","Takagi Y","J Clin Invest","2005","2005/01/05","PMC539189","","10.1172/JCI21137"
"15167550","Time predictability modulates pre-supplementary motor area neuronal activity","Akkal D, Escola L, Bioulac B, Burbaud P.","Neuroreport. 2004 Jun 7;15(8):1283-6. doi: 10.1097/01.wnr.0000127347.87552.87.","Akkal D","Neuroreport","2004","2004/05/29","","","10.1097/01.wnr.0000127347.87552.87"
"14770370","[Gaze control: role of the parietal cortex]","Wardak C, Duhamel JR.","Med Sci (Paris). 2004 Jan;20(1):89-97. doi: 10.1051/medsci/200420189.","Wardak C","Med Sci (Paris)","2004","2004/02/11","","","10.1051/medsci/200420189"
"14755627","Effects of acute acetylcholinesterase inhibition on the cerebral cholinergic neuronal system and cognitive function: Functional imaging of the conscious monkey brain using animal PET in combination with microdialysis","Tsukada H, Nishiyama S, Fukumoto D, Ohba H, Sato K, Kakiuchi T.","Synapse. 2004 Apr;52(1):1-10. doi: 10.1002/syn.10310.","Tsukada H","Synapse","2004","2004/02/03","","","10.1002/syn.10310"
"14681146","Chemically defined parallel pathways in the monkey auditory system","Jones EG.","Ann N Y Acad Sci. 2003 Nov;999:218-33. doi: 10.1196/annals.1284.033.","Jones EG","Ann N Y Acad Sci","2003","2003/12/19","","","10.1196/annals.1284.033"
"14561612","Model of reversible cerebral ischemia in a monkey model","Jungreis CA, Nemoto E, Boada F, Horowitz MB.","AJNR Am J Neuroradiol. 2003 Oct;24(9):1834-6.","Jungreis CA","AJNR Am J Neuroradiol","2003","2003/10/17","PMC7976288","",""
"12954439","Basal ganglia systems in ritualistic social displays: reptiles and humans; function and illness","Baxter LR Jr.","Physiol Behav. 2003 Aug;79(3):451-60. doi: 10.1016/s0031-9384(03)00164-1.","Baxter LR Jr","Physiol Behav","2003","2003/09/05","","","10.1016/s0031-9384(03)00164-1"
"12916488","Achromatopsia, color vision, and cortex","Heywood CA, Kentridge RW.","Neurol Clin. 2003 May;21(2):483-500. doi: 10.1016/s0733-8619(02)00102-0.","Heywood CA","Neurol Clin","2003","2003/08/15","","","10.1016/s0733-8619(02)00102-0"
"12880824","When vision guides movement: a functional imaging study of the monkey brain","Gregoriou GG, Savaki HE.","Neuroimage. 2003 Jul;19(3):959-67. doi: 10.1016/s1053-8119(03)00176-9.","Gregoriou GG","Neuroimage","2003","2003/07/26","","","10.1016/s1053-8119(03)00176-9"
"12631571","Very slow activity fluctuations in monkey visual cortex: implications for functional brain imaging","Leopold DA, Murayama Y, Logothetis NK.","Cereb Cortex. 2003 Apr;13(4):422-33. doi: 10.1093/cercor/13.4.422.","Leopold DA","Cereb Cortex","2003","2003/03/13","","","10.1093/cercor/13.4.422"
"12477699","Disruption of information processing in the supplementary motor area of the MPTP-treated monkey: a clue to the pathophysiology of akinesia?","Escola L, Michelet T, Macia F, Guehl D, Bioulac B, Burbaud P.","Brain. 2003 Jan;126(Pt 1):95-114. doi: 10.1093/brain/awg004.","Escola L","Brain","2003","2002/12/13","","","10.1093/brain/awg004"
"12372035","Functional anatomy of chemical senses in the alert monkey revealed by positron emission tomography","Kobayashi M, Sasabe T, Takeda M, Kondo Y, Yoshikubo S, Imamura K, Onoe H, Sawada T, Watanabe Y.","Eur J Neurosci. 2002 Sep;16(5):975-80. doi: 10.1046/j.1460-9568.2002.02151.x.","Kobayashi M","Eur J Neurosci","2002","2002/10/10","","","10.1046/j.1460-9568.2002.02151.x"
"11600656","Distinguishing subregions of the human MT+ complex using visual fields and pursuit eye movements","Dukelow SP, DeSouza JF, Culham JC, van den Berg AV, Menon RS, Vilis T.","J Neurophysiol. 2001 Oct;86(4):1991-2000. doi: 10.1152/jn.2001.86.4.1991.","Dukelow SP","J Neurophysiol","2001","2001/10/16","","","10.1152/jn.2001.86.4.1991"
"11373132","Space coding in primate posterior parietal cortex","Bremmer F, Schlack A, Duhamel JR, Graf W, Fink GR.","Neuroimage. 2001 Jul;14(1 Pt 2):S46-51. doi: 10.1006/nimg.2001.0817.","Bremmer F","Neuroimage","2001","2001/05/25","","","10.1006/nimg.2001.0817"
"11099042","Imagery neurons in the human brain","Kreiman G, Koch C, Fried I.","Nature. 2000 Nov 16;408(6810):357-61. doi: 10.1038/35042575.","Kreiman G","Nature","2000","2000/12/01","","","10.1038/35042575"
"10561425","Spatiotemporal activity of a cortical network for processing visual motion revealed by MEG and fMRI","Ahlfors SP, Simpson GV, Dale AM, Belliveau JW, Liu AK, Korvenoja A, Virtanen J, Huotilainen M, Tootell RB, Aronen HJ, Ilmoniemi RJ.","J Neurophysiol. 1999 Nov;82(5):2545-55. doi: 10.1152/jn.1999.82.5.2545.","Ahlfors SP","J Neurophysiol","1999","1999/11/24","","","10.1152/jn.1999.82.5.2545"
"10448221","Functional imaging of the monkey brain","Logothetis NK, Guggenberger H, Peled S, Pauls J.","Nat Neurosci. 1999 Jun;2(6):555-62. doi: 10.1038/9210.","Logothetis NK","Nat Neurosci","1999","1999/08/17","","","10.1038/9210"
"10387335","Higher cortical visual function","Barton JJ.","Curr Opin Ophthalmol. 1998 Dec;9(6):40-5. doi: 10.1097/00055735-199812000-00007.","Barton JJ","Curr Opin Ophthalmol","1998","1999/07/01","","","10.1097/00055735-199812000-00007"
"9949826","The cerebellum, predictive control and motor coordination","Miall RC.","Novartis Found Symp. 1998;218:272-84; discussion 284-90. doi: 10.1002/9780470515563.ch15.","Miall RC","Novartis Found Symp","1998","1999/02/09","","","10.1002/9780470515563.ch15"
"9819274","Functional MRI of galvanic vestibular stimulation","Lobel E, Kleine JF, Bihan DL, Leroy-Willig A, Berthoz A.","J Neurophysiol. 1998 Nov;80(5):2699-709. doi: 10.1152/jn.1998.80.5.2699.","Lobel E","J Neurophysiol","1998","1998/11/18","","","10.1152/jn.1998.80.5.2699"
"9212283","Dissociation of saccade-related and pursuit-related activation in human frontal eye fields as revealed by fMRI","Petit L, Clark VP, Ingeholm J, Haxby JV.","J Neurophysiol. 1997 Jun;77(6):3386-90. doi: 10.1152/jn.1997.77.6.3386.","Petit L","J Neurophysiol","1997","1997/06/01","","","10.1152/jn.1997.77.6.3386"
"8797528","Functional MRI of lateral occipitotemporal cortex during pursuit and motion perception","Barton JJ, Simpson T, Kiriakopoulos E, Stewart C, Crawley A, Guthrie B, Wood M, Mikulis D.","Ann Neurol. 1996 Sep;40(3):387-98. doi: 10.1002/ana.410400308.","Barton JJ","Ann Neurol","1996","1996/09/01","","","10.1002/ana.410400308"
"1763070","High-resolution optical imaging of functional brain architecture in the awake monkey","Grinvald A, Frostig RD, Siegel RM, Bartfeld E.","Proc Natl Acad Sci U S A. 1991 Dec 15;88(24):11559-63. doi: 10.1073/pnas.88.24.11559.","Grinvald A","Proc Natl Acad Sci U S A","1991","1991/12/15","PMC53175","","10.1073/pnas.88.24.11559"
